id,obs_id,choice,chosen_alt,train_av,sm_av,car_av,train_tt_scaled,sm_tt_scaled,car_tt_scaled,train_cost_scaled,sm_cost_scaled,car_co_scaled,train_he_scaled,sm_he_scaled,sm_seats_scaled,purpose,first,ticket,who,luggage,age,male,income,ga,origin,dest
3,22,2,SM,1,1,1,0.47,0.25,0.84,0.29,0.38,0.65,0.6,0.3,1.0,1,0,1,1,1,2,1,2,0,10,25
3,23,2,SM,1,1,1,0.51,0.25,1.36,0.32,0.36,0.4,0.3,0.3,1.0,1,0,1,1,1,2,1,2,0,10,25
3,24,2,SM,1,1,1,0.51,0.25,0.84,0.38,0.42,0.4,0.6,0.2,0.0,1,0,1,1,1,2,1,2,0,10,25
3,25,2,SM,1,1,1,0.51,0.27,0.84,0.29,0.32,0.5,0.3,0.1,1.0,1,0,1,1,1,2,1,2,0,10,25
3,26,2,SM,1,1,1,0.51,0.27,1.05,0.32,0.4,0.5,0.6,0.3,0.0,1,0,1,1,1,2,1,2,0,10,25
3,27,2,SM,1,1,1,0.58,0.27,0.84,0.38,0.42,0.65,0.3,0.3,0.0,1,0,1,1,1,2,1,2,0,10,25
4,28,2,SM,1,1,1,1.38,0.65,1.35,0.4,0.45,0.8,0.3,0.1,0.0,1,0,1,1,1,2,1,3,0,19,2
4,29,2,SM,1,1,1,1.38,0.61,1.75,0.4,0.52,1.3,1.2,0.1,1.0,1,0,1,1,1,2,1,3,0,19,2
4,30,2,SM,1,1,1,1.38,0.58,1.75,0.36,0.49,1.0,0.3,0.2,0.0,1,0,1,1,1,2,1,3,0,19,2
4,31,2,SM,1,1,1,1.05,0.58,1.08,0.36,0.49,1.3,0.6,0.3,1.0,1,0,1,1,1,2,1,3,0,19,2
4,32,2,SM,1,1,1,1.16,0.58,1.75,0.4,0.46,0.8,0.3,0.3,1.0,1,0,1,1,1,2,1,3,0,19,2
4,33,2,SM,1,1,1,1.16,0.61,1.08,0.36,0.42,1.0,0.3,0.1,1.0,1,0,1,1,1,2,1,3,0,19,2
4,34,2,SM,1,1,1,1.16,0.58,1.08,0.48,0.5,0.8,0.6,0.2,0.0,1,0,1,1,1,2,1,3,0,19,2
4,35,2,SM,1,1,1,1.38,0.61,1.08,0.48,0.52,1.3,0.3,0.3,0.0,1,0,1,1,1,2,1,3,0,19,2
4,36,2,SM,1,1,1,1.16,0.61,1.35,0.4,0.52,1.0,0.6,0.3,0.0,1,0,1,1,1,2,1,3,0,19,2
5,37,2,SM,1,1,0,2.69,2.16,0.0,0.7,0.72,0.0,1.2,0.2,0.0,1,0,1,1,1,2,1,3,0,21,17
5,38,2,SM,1,1,0,2.43,2.13,0.0,0.7,0.7,0.0,0.3,0.1,0.0,1,0,1,1,1,2,1,3,0,21,17
5,39,2,SM,1,1,0,3.2,2.2,0.0,0.7,0.74,0.0,0.6,0.3,0.0,1,0,1,1,1,2,1,3,0,21,17
5,40,2,SM,1,1,0,2.43,2.16,0.0,0.58,0.66,0.0,0.3,0.2,0.0,1,0,1,1,1,2,1,3,0,21,17
5,41,2,SM,1,1,0,3.2,2.16,0.0,0.52,0.57,0.0,0.6,0.2,0.0,1,0,1,1,1,2,1,3,0,21,17
5,42,2,SM,1,1,0,2.69,2.13,0.0,0.52,0.62,0.0,1.2,0.1,0.0,1,0,1,1,1,2,1,3,0,21,17
5,43,2,SM,1,1,0,2.43,2.2,0.0,0.7,0.74,0.0,1.2,0.1,0.0,1,0,1,1,1,2,1,3,0,21,17
5,44,2,SM,1,1,0,2.43,2.2,0.0,0.52,0.57,0.0,0.3,0.3,0.0,1,0,1,1,1,2,1,3,0,21,17
5,45,2,SM,1,1,0,3.2,2.13,0.0,0.58,0.64,0.0,0.6,0.1,0.0,1,0,1,1,1,2,1,3,0,21,17
6,46,2,SM,1,1,1,1.16,0.46,0.7,0.35,0.38,0.35,1.2,0.3,1.0,1,0,1,1,1,3,0,3,0,9,17
6,47,2,SM,1,1,1,0.95,0.49,0.91,0.26,0.29,0.28,1.2,0.3,0.0,1,0,1,1,1,3,0,3,0,9,17
6,48,2,SM,1,1,1,1.16,0.53,0.56,0.26,0.32,0.28,1.2,0.2,1.0,1,0,1,1,1,3,0,3,0,9,17
6,49,2,SM,1,1,1,1.02,0.53,0.91,0.26,0.32,0.45,0.6,0.1,0.0,1,0,1,1,1,3,0,3,0,9,17
6,50,2,SM,1,1,1,1.02,0.53,0.56,0.29,0.32,0.45,1.2,0.3,0.0,1,0,1,1,1,3,0,3,0,9,17
6,51,2,SM,1,1,1,0.95,0.53,0.91,0.29,0.32,0.35,0.6,0.2,1.0,1,0,1,1,1,3,0,3,0,9,17
6,52,2,SM,1,1,1,0.95,0.49,0.7,0.35,0.4,0.28,0.6,0.1,1.0,1,0,1,1,1,3,0,3,0,9,17
6,53,2,SM,1,1,1,0.95,0.46,0.7,0.29,0.35,0.45,1.2,0.2,0.0,1,0,1,1,1,3,0,3,0,9,17
6,54,2,SM,1,1,1,1.02,0.53,0.7,0.35,0.46,0.45,0.3,0.2,1.0,1,0,1,1,1,3,0,3,0,9,17
7,55,2,SM,1,1,1,0.87,0.32,1.17,0.42,0.49,1.4,1.2,0.2,0.0,1,0,1,1,1,3,1,1,0,1,2
7,56,2,SM,1,1,1,0.8,0.29,1.17,0.42,0.46,1.82,0.3,0.1,0.0,1,0,1,1,1,3,1,1,0,1,2
7,57,2,SM,1,1,1,1.01,0.36,1.17,0.42,0.56,1.12,0.6,0.3,0.0,1,0,1,1,1,3,1,1,0,1,2
7,58,2,SM,1,1,1,0.8,0.32,0.72,0.35,0.49,1.12,0.3,0.2,0.0,1,0,1,1,1,3,1,1,0,1,2
7,59,2,SM,1,1,1,1.01,0.32,0.9,0.31,0.38,1.82,0.6,0.2,0.0,1,0,1,1,1,3,1,1,0,1,2
7,60,2,SM,1,1,1,0.87,0.29,0.9,0.31,0.46,1.12,1.2,0.1,0.0,1,0,1,1,1,3,1,1,0,1,2
7,61,1,TRAIN,1,1,1,0.8,0.36,0.72,0.42,0.56,1.4,1.2,0.1,0.0,1,0,1,1,1,3,1,1,0,1,2
7,62,2,SM,1,1,1,0.8,0.36,0.9,0.31,0.4,1.4,0.3,0.3,0.0,1,0,1,1,1,3,1,1,0,1,2
7,63,2,SM,1,1,1,1.01,0.29,0.72,0.35,0.43,1.4,0.6,0.1,0.0,1,0,1,1,1,3,1,1,0,1,2
8,64,2,SM,1,1,1,1.09,0.56,1.3,0.26,0.34,0.3,1.2,0.2,0.0,1,0,1,1,1,4,1,3,0,1,17
8,65,2,SM,1,1,1,1.0,0.53,1.3,0.26,0.32,0.39,0.3,0.1,0.0,1,0,1,1,1,4,1,3,0,1,17
8,66,2,SM,1,1,1,1.26,0.6,1.3,0.26,0.4,0.24,0.6,0.3,0.0,1,0,1,1,1,4,1,3,0,1,17
8,67,3,CAR,1,1,1,1.0,0.56,0.8,0.22,0.35,0.24,0.3,0.2,0.0,1,0,1,1,1,4,1,3,0,1,17
8,68,2,SM,1,1,1,1.26,0.56,1.0,0.2,0.24,0.39,0.6,0.2,0.0,1,0,1,1,1,4,1,3,0,1,17
8,69,3,CAR,1,1,1,1.09,0.53,1.0,0.2,0.32,0.24,1.2,0.1,0.0,1,0,1,1,1,4,1,3,0,1,17
8,70,3,CAR,1,1,1,1.0,0.6,0.8,0.26,0.4,0.3,1.2,0.1,0.0,1,0,1,1,1,4,1,3,0,1,17
8,71,2,SM,1,1,1,1.0,0.6,1.0,0.2,0.26,0.3,0.3,0.3,0.0,1,0,1,1,1,4,1,3,0,1,17
8,72,2,SM,1,1,1,1.26,0.53,0.8,0.22,0.28,0.3,0.6,0.1,0.0,1,0,1,1,1,4,1,3,0,1,17
9,73,2,SM,1,1,1,1.16,0.53,0.6,0.24,0.28,0.32,0.3,0.1,0.0,1,0,1,1,1,2,1,2,0,17,1
9,74,2,SM,1,1,1,1.16,0.46,0.78,0.22,0.32,0.4,0.3,0.2,0.0,1,0,1,1,1,2,1,2,0,17,1
9,75,2,SM,1,1,1,1.16,0.49,0.78,0.24,0.36,0.52,1.2,0.1,1.0,1,0,1,1,1,2,1,2,0,17,1
9,76,2,SM,1,1,1,0.95,0.46,0.48,0.22,0.32,0.52,0.6,0.3,1.0,1,0,1,1,1,2,1,2,0,17,1
9,77,2,SM,1,1,1,1.02,0.46,0.78,0.24,0.29,0.32,0.3,0.3,1.0,1,0,1,1,1,2,1,2,0,17,1
9,78,2,SM,1,1,1,1.02,0.46,0.48,0.29,0.32,0.32,0.6,0.2,0.0,1,0,1,1,1,2,1,2,0,17,1
9,79,2,SM,1,1,1,1.02,0.49,0.48,0.22,0.25,0.4,0.3,0.1,1.0,1,0,1,1,1,2,1,2,0,17,1
9,80,2,SM,1,1,1,1.02,0.49,0.6,0.24,0.36,0.4,0.6,0.3,0.0,1,0,1,1,1,2,1,2,0,17,1
9,81,2,SM,1,1,1,1.16,0.49,0.48,0.29,0.35,0.52,0.3,0.3,0.0,1,0,1,1,1,2,1,2,0,17,1
10,82,2,SM,1,1,0,1.31,0.59,0.0,0.42,0.46,0.0,1.2,0.3,1.0,1,0,1,2,1,2,0,1,0,2,1
10,83,1,TRAIN,1,1,0,1.1,0.62,0.0,0.31,0.38,0.0,1.2,0.3,0.0,1,0,1,2,1,2,0,1,0,2,1
10,84,2,SM,1,1,0,1.31,0.66,0.0,0.31,0.4,0.0,1.2,0.2,1.0,1,0,1,2,1,2,0,1,0,2,1
10,85,2,SM,1,1,0,1.17,0.66,0.0,0.31,0.4,0.0,0.6,0.1,0.0,1,0,1,2,1,2,0,1,0,2,1
10,86,2,SM,1,1,0,1.17,0.66,0.0,0.35,0.42,0.0,1.2,0.3,0.0,1,0,1,2,1,2,0,1,0,2,1
10,87,2,SM,1,1,0,1.1,0.66,0.0,0.35,0.42,0.0,0.6,0.2,1.0,1,0,1,2,1,2,0,1,0,2,1
10,88,2,SM,1,1,0,1.1,0.62,0.0,0.42,0.49,0.0,0.6,0.1,1.0,1,0,1,2,1,2,0,1,0,2,1
10,89,2,SM,1,1,0,1.1,0.59,0.0,0.35,0.43,0.0,1.2,0.2,0.0,1,0,1,2,1,2,0,1,0,2,1
10,90,1,TRAIN,1,1,0,1.17,0.66,0.0,0.42,0.56,0.0,0.3,0.2,1.0,1,0,1,2,1,2,0,1,0,2,1
11,91,2,SM,1,1,0,1.16,0.52,0.0,0.32,0.38,0.0,0.3,0.1,0.0,1,0,1,2,1,2,1,2,0,17,19
11,92,2,SM,1,1,0,1.16,0.48,0.0,0.32,0.43,0.0,1.2,0.1,1.0,1,0,1,2,1,2,1,2,0,17,19
11,93,2,SM,1,1,0,1.16,0.45,0.0,0.29,0.4,0.0,0.3,0.2,0.0,1,0,1,2,1,2,1,2,0,17,19
11,94,2,SM,1,1,0,0.93,0.45,0.0,0.29,0.4,0.0,0.6,0.3,1.0,1,0,1,2,1,2,1,2,0,17,19
11,95,2,SM,1,1,0,1.01,0.45,0.0,0.32,0.4,0.0,0.3,0.3,1.0,1,0,1,2,1,2,1,2,0,17,19
11,96,2,SM,1,1,0,1.01,0.48,0.0,0.29,0.34,0.0,0.3,0.1,1.0,1,0,1,2,1,2,1,2,0,17,19
11,97,2,SM,1,1,0,1.01,0.45,0.0,0.38,0.43,0.0,0.6,0.2,0.0,1,0,1,2,1,2,1,2,0,17,19
11,98,2,SM,1,1,0,1.16,0.48,0.0,0.38,0.45,0.0,0.3,0.3,0.0,1,0,1,2,1,2,1,2,0,17,19
11,99,2,SM,1,1,0,1.01,0.48,0.0,0.32,0.43,0.0,0.6,0.3,0.0,1,0,1,2,1,2,1,2,0,17,19
12,100,2,SM,1,1,0,1.31,0.66,0.0,0.36,0.42,0.0,0.3,0.1,0.0,1,0,1,2,1,3,0,2,0,1,2
12,101,2,SM,1,1,0,1.31,0.62,0.0,0.36,0.5,0.0,1.2,0.1,1.0,1,0,1,2,1,3,0,2,0,1,2
12,102,2,SM,1,1,0,1.31,0.59,0.0,0.32,0.48,0.0,0.3,0.2,0.0,1,0,1,2,1,3,0,2,0,1,2
12,103,2,SM,1,1,0,1.1,0.59,0.0,0.32,0.48,0.0,0.6,0.3,1.0,1,0,1,2,1,3,0,2,0,1,2
12,104,2,SM,1,1,0,1.17,0.59,0.0,0.36,0.45,0.0,0.3,0.3,1.0,1,0,1,2,1,3,0,2,0,1,2
12,105,2,SM,1,1,0,1.17,0.62,0.0,0.32,0.38,0.0,0.3,0.1,1.0,1,0,1,2,1,3,0,2,0,1,2
12,106,2,SM,1,1,0,1.17,0.59,0.0,0.43,0.48,0.0,0.6,0.2,0.0,1,0,1,2,1,3,0,2,0,1,2
12,107,2,SM,1,1,0,1.31,0.62,0.0,0.43,0.49,0.0,0.3,0.3,0.0,1,0,1,2,1,3,0,2,0,1,2
12,108,2,SM,1,1,0,1.17,0.62,0.0,0.36,0.5,0.0,0.6,0.3,0.0,1,0,1,2,1,3,0,2,0,1,2
13,109,2,SM,1,1,0,1.68,0.86,0.0,0.37,0.4,0.0,1.2,0.3,1.0,1,0,1,2,1,3,1,1,0,1,17
13,110,2,SM,1,1,0,1.29,0.89,0.0,0.28,0.32,0.0,1.2,0.3,0.0,1,0,1,2,1,3,1,1,0,1,17
13,111,2,SM,1,1,0,1.68,0.93,0.0,0.28,0.32,0.0,1.2,0.2,1.0,1,0,1,2,1,3,1,1,0,1,17
13,112,2,SM,1,1,0,1.42,0.93,0.0,0.28,0.32,0.0,0.6,0.1,0.0,1,0,1,2,1,3,1,1,0,1,17
13,113,2,SM,1,1,0,1.42,0.93,0.0,0.31,0.34,0.0,1.2,0.3,0.0,1,0,1,2,1,3,1,1,0,1,17
13,114,1,TRAIN,1,1,0,1.29,0.93,0.0,0.31,0.34,0.0,0.6,0.2,1.0,1,0,1,2,1,3,1,1,0,1,17
13,115,1,TRAIN,1,1,0,1.29,0.89,0.0,0.37,0.42,0.0,0.6,0.1,1.0,1,0,1,2,1,3,1,1,0,1,17
13,116,2,SM,1,1,0,1.29,0.86,0.0,0.31,0.36,0.0,1.2,0.2,0.0,1,0,1,2,1,3,1,1,0,1,17
13,117,2,SM,1,1,0,1.42,0.93,0.0,0.37,0.46,0.0,0.3,0.2,1.0,1,0,1,2,1,3,1,1,0,1,17
14,118,2,SM,1,1,1,1.3,0.77,0.91,0.31,0.38,1.0,1.2,0.2,0.0,1,0,1,2,1,3,1,2,0,1,17
14,119,2,SM,1,1,1,1.18,0.74,0.91,0.31,0.36,1.3,0.3,0.1,0.0,1,0,1,2,1,3,1,2,0,1,17
14,120,2,SM,1,1,1,1.53,0.81,0.91,0.31,0.43,0.8,0.6,0.3,0.0,1,0,1,2,1,3,1,2,0,1,17
14,121,1,TRAIN,1,1,1,1.18,0.77,0.56,0.26,0.38,0.8,0.3,0.2,0.0,1,0,1,2,1,3,1,2,0,1,17
14,122,2,SM,1,1,1,1.53,0.77,0.7,0.23,0.28,1.3,0.6,0.2,0.0,1,0,1,2,1,3,1,2,0,1,17
14,123,2,SM,1,1,1,1.3,0.74,0.7,0.23,0.35,0.8,1.2,0.1,0.0,1,0,1,2,1,3,1,2,0,1,17
14,124,2,SM,1,1,1,1.18,0.81,0.56,0.31,0.43,1.0,1.2,0.1,0.0,1,0,1,2,1,3,1,2,0,1,17
14,125,1,TRAIN,1,1,1,1.18,0.81,0.7,0.23,0.29,1.0,0.3,0.3,0.0,1,0,1,2,1,3,1,2,0,1,17
14,126,2,SM,1,1,1,1.53,0.74,0.56,0.26,0.32,1.0,0.6,0.1,0.0,1,0,1,2,1,3,1,2,0,1,17
15,127,2,SM,1,1,0,1.11,0.41,0.0,0.26,0.31,0.0,1.2,0.3,1.0,1,0,1,2,1,3,1,2,0,17,1
15,128,2,SM,1,1,0,1.11,0.48,0.0,0.2,0.26,0.0,1.2,0.2,1.0,1,0,1,2,1,3,1,2,0,17,1
15,129,2,SM,1,1,0,0.9,0.44,0.0,0.2,0.24,0.0,1.2,0.3,0.0,1,0,1,2,1,3,1,2,0,17,1
15,130,2,SM,1,1,0,0.97,0.48,0.0,0.2,0.26,0.0,0.6,0.1,0.0,1,0,1,2,1,3,1,2,0,17,1
15,131,2,SM,1,1,0,0.97,0.48,0.0,0.22,0.26,0.0,1.2,0.3,0.0,1,0,1,2,1,3,1,2,0,17,1
15,132,2,SM,1,1,0,0.9,0.48,0.0,0.22,0.26,0.0,0.6,0.2,1.0,1,0,1,2,1,3,1,2,0,17,1
15,133,2,SM,1,1,0,0.9,0.44,0.0,0.26,0.32,0.0,0.6,0.1,1.0,1,0,1,2,1,3,1,2,0,17,1
15,134,2,SM,1,1,0,0.9,0.41,0.0,0.22,0.28,0.0,1.2,0.2,0.0,1,0,1,2,1,3,1,2,0,17,1
15,135,1,TRAIN,1,1,0,0.97,0.48,0.0,0.26,0.4,0.0,0.3,0.2,1.0,1,0,1,2,1,3,1,2,0,17,1
16,136,2,SM,1,1,1,2.08,0.79,1.9,0.62,0.66,0.8,0.3,0.1,0.0,1,0,1,2,1,3,1,2,0,25,1
16,137,2,SM,1,1,1,2.08,0.71,2.47,0.62,0.8,1.3,1.2,0.1,1.0,1,0,1,2,1,3,1,2,0,25,1
16,138,2,SM,1,1,1,2.08,0.65,2.47,0.56,0.74,1.0,0.3,0.2,0.0,1,0,1,2,1,3,1,2,0,25,1
16,139,2,SM,1,1,1,1.65,0.65,1.52,0.56,0.74,1.3,0.6,0.3,1.0,1,0,1,2,1,3,1,2,0,25,1
16,140,2,SM,1,1,1,1.79,0.65,2.47,0.62,0.7,0.8,0.3,0.3,1.0,1,0,1,2,1,3,1,2,0,25,1
16,141,2,SM,1,1,1,1.79,0.71,1.52,0.56,0.62,1.0,0.3,0.1,1.0,1,0,1,2,1,3,1,2,0,25,1
16,142,2,SM,1,1,1,1.79,0.65,1.52,0.74,0.78,0.8,0.6,0.2,0.0,1,0,1,2,1,3,1,2,0,25,1
16,143,2,SM,1,1,1,2.08,0.71,1.52,0.74,0.8,1.3,0.3,0.3,0.0,1,0,1,2,1,3,1,2,0,25,1
16,144,2,SM,1,1,1,1.79,0.71,1.9,0.62,0.8,1.0,0.6,0.3,0.0,1,0,1,2,1,3,1,2,0,25,1
17,145,2,SM,1,1,1,1.32,0.61,0.9,0.23,0.26,0.2,0.3,0.1,0.0,1,0,2,1,0,1,1,2,0,1,2
17,146,2,SM,1,1,1,1.32,0.57,1.17,0.23,0.31,0.32,1.2,0.1,1.0,1,0,2,1,0,1,1,2,0,1,2
17,147,2,SM,1,1,1,1.32,0.54,1.17,0.21,0.28,0.25,0.3,0.2,0.0,1,0,2,1,0,1,1,2,0,1,2
17,148,2,SM,1,1,1,1.02,0.54,0.72,0.21,0.28,0.32,0.6,0.3,1.0,1,0,2,1,0,1,1,2,0,1,2
17,149,2,SM,1,1,1,1.12,0.54,1.17,0.23,0.28,0.2,0.3,0.3,1.0,1,0,2,1,0,1,1,2,0,1,2
17,150,2,SM,1,1,1,1.12,0.57,0.72,0.21,0.24,0.25,0.3,0.1,1.0,1,0,2,1,0,1,1,2,0,1,2
17,151,2,SM,1,1,1,1.12,0.54,0.72,0.28,0.3,0.2,0.6,0.2,0.0,1,0,2,1,0,1,1,2,0,1,2
17,152,2,SM,1,1,1,1.32,0.57,0.72,0.28,0.31,0.32,0.3,0.3,0.0,1,0,2,1,0,1,1,2,0,1,2
17,153,2,SM,1,1,1,1.12,0.57,0.9,0.23,0.31,0.25,0.6,0.3,0.0,1,0,2,1,0,1,1,2,0,1,2
18,154,2,SM,1,1,1,1.86,0.95,1.1,0.24,0.27,0.32,0.3,0.1,0.0,1,0,2,1,0,3,1,3,0,2,25
18,155,2,SM,1,1,1,1.86,0.89,1.43,0.24,0.32,0.52,1.2,0.1,1.0,1,0,2,1,0,3,1,3,0,2,25
18,156,2,SM,1,1,1,1.86,0.84,1.43,0.22,0.3,0.4,0.3,0.2,0.0,1,0,2,1,0,3,1,3,0,2,25
18,157,2,SM,1,1,1,1.54,0.84,0.88,0.22,0.3,0.52,0.6,0.3,1.0,1,0,2,1,0,3,1,3,0,2,25
18,158,2,SM,1,1,1,1.65,0.84,1.43,0.24,0.28,0.32,0.3,0.3,1.0,1,0,2,1,0,3,1,3,0,2,25
18,159,2,SM,1,1,1,1.65,0.89,0.88,0.22,0.25,0.4,0.3,0.1,1.0,1,0,2,1,0,3,1,3,0,2,25
18,160,2,SM,1,1,1,1.65,0.84,0.88,0.29,0.3,0.32,0.6,0.2,0.0,1,0,2,1,0,3,1,3,0,2,25
18,161,2,SM,1,1,1,1.86,0.89,0.88,0.29,0.32,0.52,0.3,0.3,0.0,1,0,2,1,0,3,1,3,0,2,25
18,162,2,SM,1,1,1,1.65,0.89,1.1,0.24,0.32,0.4,0.6,0.3,0.0,1,0,2,1,0,3,1,3,0,2,25
19,163,3,CAR,1,1,1,2.12,1.21,12.0,0.26,0.27,0.1,1.2,0.3,1.0,1,0,2,1,1,1,0,1,0,1,17
19,164,1,TRAIN,1,1,1,1.77,1.28,15.6,0.2,0.23,0.13,0.6,0.1,0.0,1,0,2,1,1,1,0,1,0,1,17
19,165,3,CAR,1,1,1,1.59,1.24,15.6,0.2,0.22,0.08,1.2,0.3,0.0,1,0,2,1,1,1,0,1,0,1,17
19,166,3,CAR,1,1,1,2.12,1.28,9.6,0.2,0.23,0.08,1.2,0.2,1.0,1,0,2,1,1,1,0,1,0,1,17
19,167,1,TRAIN,1,1,1,1.77,1.28,9.6,0.22,0.24,0.13,1.2,0.3,0.0,1,0,2,1,1,1,0,1,0,1,17
19,168,1,TRAIN,1,1,1,1.59,1.28,15.6,0.22,0.24,0.1,0.6,0.2,1.0,1,0,2,1,1,1,0,1,0,1,17
19,169,2,SM,1,1,1,1.59,1.24,12.0,0.26,0.28,0.08,0.6,0.1,1.0,1,0,2,1,1,1,0,1,0,1,17
19,170,2,SM,1,1,1,1.59,1.21,12.0,0.22,0.25,0.13,1.2,0.2,0.0,1,0,2,1,1,1,0,1,0,1,17
19,171,1,TRAIN,1,1,1,1.77,1.28,12.0,0.26,0.31,0.13,0.3,0.2,1.0,1,0,2,1,1,1,0,1,0,1,17
20,172,2,SM,1,1,1,1.79,0.96,1.1,0.31,0.32,0.3,1.2,0.3,1.0,1,0,2,2,1,2,0,1,0,1,2
20,173,2,SM,1,1,1,1.37,0.99,1.43,0.23,0.27,0.24,1.2,0.3,0.0,1,0,2,2,1,2,0,1,0,1,2
20,174,3,CAR,1,1,1,1.79,1.03,0.88,0.23,0.28,0.24,1.2,0.2,1.0,1,0,2,2,1,2,0,1,0,1,2
20,175,2,SM,1,1,1,1.51,1.03,1.43,0.23,0.28,0.39,0.6,0.1,0.0,1,0,2,2,1,2,0,1,0,1,2
20,176,2,SM,1,1,1,1.51,1.03,0.88,0.26,0.28,0.39,1.2,0.3,0.0,1,0,2,2,1,2,0,1,0,1,2
20,177,2,SM,1,1,1,1.37,1.03,1.43,0.26,0.28,0.3,0.6,0.2,1.0,1,0,2,2,1,2,0,1,0,1,2
20,178,2,SM,1,1,1,1.37,0.99,1.1,0.31,0.34,0.24,0.6,0.1,1.0,1,0,2,2,1,2,0,1,0,1,2
20,179,2,SM,1,1,1,1.37,0.96,1.1,0.26,0.3,0.39,1.2,0.2,0.0,1,0,2,2,1,2,0,1,0,1,2
20,180,2,SM,1,1,1,1.51,1.03,1.1,0.31,0.38,0.39,0.3,0.2,1.0,1,0,2,2,1,2,0,1,0,1,2
21,181,2,SM,1,1,0,1.33,0.57,0.0,0.96,1.06,0.0,1.2,0.2,0.0,1,0,3,1,0,2,1,4,0,25,2
21,182,2,SM,1,1,0,1.22,0.52,0.0,0.96,0.99,0.0,0.3,0.1,0.0,1,0,3,1,0,2,1,4,0,25,2
21,183,1,TRAIN,1,1,0,1.54,0.63,0.0,0.96,1.23,0.0,0.6,0.3,0.0,1,0,3,1,0,2,1,4,0,25,2
21,184,2,SM,1,1,0,1.22,0.57,0.0,0.8,1.06,0.0,0.3,0.2,0.0,1,0,3,1,0,2,1,4,0,25,2
21,185,2,SM,1,1,0,1.54,0.57,0.0,0.72,0.83,0.0,0.6,0.2,0.0,1,0,3,1,0,2,1,4,0,25,2
21,186,2,SM,1,1,0,1.33,0.52,0.0,0.72,0.99,0.0,1.2,0.1,0.0,1,0,3,1,0,2,1,4,0,25,2
21,187,2,SM,1,1,0,1.22,0.63,0.0,0.96,1.23,0.0,1.2,0.1,0.0,1,0,3,1,0,2,1,4,0,25,2
