id,obs_id,choice,chosen_alt,av_car,av_bus,av_air,av_rail,time_car,time_bus,time_air,time_rail,cost_car,cost_bus,cost_air,cost_rail,access_bus,access_air,access_rail,service_air,service_rail,female,business,income
13,176,4,rail,1,1,1,1,345,345,80,120,45,30,110,45,25,40,5,3,1,0,1,3
13,177,3,air,1,1,1,1,345,420,60,170,30,15,110,35,20,40,15,2,1,0,1,3
13,178,3,air,1,1,1,1,250,390,90,155,45,25,50,55,20,40,20,2,1,0,1,3
13,179,3,air,1,1,1,1,250,300,80,155,40,35,95,45,10,40,25,3,1,0,1,3
13,180,4,rail,1,1,1,1,300,300,60,155,45,35,110,65,5,50,20,1,3,0,1,3
13,181,4,rail,1,1,1,1,345,345,80,155,30,30,50,55,15,50,10,1,2,0,1,3
13,182,3,air,1,1,1,1,300,300,80,130,50,25,50,75,5,50,15,2,1,0,1,3
14,183,3,air,0,0,1,1,0,0,50,155,0,0,50,55,0,45,15,2,3,0,1,1
14,184,4,rail,0,0,1,1,0,0,60,130,0,0,110,45,0,40,10,3,1,0,1,1
14,185,4,rail,0,0,1,1,0,0,60,130,0,0,95,55,0,55,5,2,1,0,1,1
14,186,3,air,0,0,1,1,0,0,50,130,0,0,110,75,0,45,10,2,3,0,1,1
14,187,3,air,0,0,1,1,0,0,60,140,0,0,110,65,0,40,25,2,1,0,1,1
14,188,4,rail,0,0,1,1,0,0,80,120,0,0,80,45,0,45,10,3,1,0,1,1
14,189,3,air,0,0,1,1,0,0,60,170,0,0,65,45,0,55,15,3,2,0,1,1
14,190,3,air,0,0,1,1,0,0,60,140,0,0,50,65,0,55,5,3,1,0,1,1
14,191,4,rail,0,0,1,1,0,0,90,120,0,0,95,45,0,40,10,2,3,0,1,1
14,192,3,air,0,0,1,1,0,0,50,155,0,0,50,45,0,50,10,2,1,0,1,1
14,193,4,rail,0,0,1,1,0,0,70,120,0,0,110,65,0,40,25,1,3,0,1,1
14,194,3,air,0,0,1,1,0,0,70,140,0,0,95,65,0,45,20,3,1,0,1,1
14,195,3,air,0,0,1,1,0,0,50,140,0,0,65,75,0,55,10,1,3,0,1,1
14,196,3,air,0,0,1,1,0,0,90,140,0,0,50,35,0,55,5,2,3,0,1,1
15,197,4,rail,1,1,0,1,250,300,0,170,45,25,0,35,5,0,25,0,2,0,1,2
15,198,4,rail,1,1,0,1,275,390,0,140,50,25,0,35,20,0,15,0,3,0,1,2
15,199,1,car,1,1,0,1,390,390,0,130,40,25,0,75,5,0,15,0,1,0,1,2
15,200,4,rail,1,1,0,1,390,390,0,120,40,20,0,75,5,0,20,0,3,0,1,2
15,201,4,rail,1,1,0,1,300,360,0,170,40,25,0,35,15,0,5,0,3,0,1,2
15,202,1,car,1,1,0,1,345,345,0,155,30,35,0,55,15,0,20,0,3,0,1,2
15,203,4,rail,1,1,0,1,275,300,0,170,40,30,0,35,5,0,25,0,3,0,1,2
15,204,4,rail,1,1,0,1,300,330,0,130,50,30,0,75,15,0,5,0,2,0,1,2
15,205,1,car,1,1,0,1,250,360,0,170,30,30,0,55,25,0,20,0,3,0,1,2
15,206,4,rail,1,1,0,1,345,390,0,170,35,25,0,45,25,0,5,0,2,0,1,2
15,207,4,rail,1,1,0,1,275,330,0,155,50,30,0,55,20,0,20,0,1,0,1,2
15,208,4,rail,1,1,0,1,300,330,0,140,45,30,0,45,10,0,10,0,3,0,1,2
15,209,4,rail,1,1,0,1,345,390,0,140,30,15,0,65,5,0,20,0,3,0,1,2
15,210,4,rail,1,1,0,1,300,420,0,170,35,20,0,35,15,0,25,0,2,0,1,2
16,211,4,rail,1,1,0,1,250,330,0,140,30,35,0,65,25,0,15,0,1,1,1,4
16,212,4,rail,1,1,0,1,300,360,0,155,35,25,0,35,25,0,15,0,2,1,1,4
16,213,4,rail,1,1,0,1,300,390,0,155,35,25,0,45,15,0,15,0,3,1,1,4
16,214,4,rail,1,1,0,1,250,420,0,140,50,20,0,75,15,0,10,0,3,1,1,4
16,215,4,rail,1,1,0,1,390,420,0,130,30,20,0,65,20,0,25,0,1,1,1,4
16,216,4,rail,1,1,0,1,390,390,0,130,35,35,0,35,25,0,10,0,1,1,1,4
16,217,4,rail,1,1,0,1,300,330,0,120,45,35,0,65,25,0,5,0,1,1,1,4
16,218,4,rail,1,1,0,1,300,330,0,155,40,25,0,35,15,0,5,0,2,1,1,4
16,219,4,rail,1,1,0,1,390,390,0,120,30,35,0,55,5,0,15,0,1,1,1,4
16,220,4,rail,1,1,0,1,275,300,0,170,40,35,0,55,10,0,25,0,2,1,1,4
16,221,4,rail,1,1,0,1,345,345,0,170,35,35,0,45,25,0,5,0,2,1,1,4
16,222,1,car,1,1,0,1,275,390,0,155,50,25,0,55,15,0,15,0,2,1,1,4
16,223,4,rail,1,1,0,1,250,300,0,120,50,35,0,65,5,0,10,0,1,1,1,4
16,224,4,rail,1,1,0,1,345,345,0,155,40,30,0,45,20,0,5,0,2,1,1,4
17,225,2,bus,0,1,1,1,0,330,70,170,0,15,110,55,5,40,25,2,3,0,0,2
17,226,4,rail,0,1,1,1,0,390,70,155,0,15,80,35,25,55,5,1,1,0,0,2
17,227,2,bus,0,1,1,1,0,300,60,155,0,15,110,65,10,40,20,2,1,0,0,2
17,228,4,rail,0,1,1,1,0,390,60,155,0,35,95,65,10,45,15,2,3,0,0,2
17,229,4,rail,0,1,1,1,0,360,50,155,0,30,80,55,20,50,5,1,3,0,0,2
17,230,2,bus,0,1,1,1,0,360,60,120,0,25,110,65,15,45,20,3,2,0,0,2
17,231,4,rail,0,1,1,1,0,390,90,170,0,20,50,35,25,35,15,2,3,0,0,2
17,232,4,rail,0,1,1,1,0,360,70,170,0,30,65,35,10,50,15,2,3,0,0,2
17,233,4,rail,0,1,1,1,0,390,90,155,0,25,65,65,15,40,25,1,2,0,0,2
17,234,3,air,0,1,1,1,0,390,90,120,0,25,65,65,25,35,15,3,1,0,0,2
17,235,4,rail,0,1,1,1,0,330,70,120,0,25,80,55,25,50,5,1,3,0,0,2
17,236,4,rail,0,1,1,1,0,420,60,130,0,15,110,55,25,35,15,2,1,0,0,2
17,237,4,rail,0,1,1,1,0,390,50,170,0,25,50,45,10,55,5,2,1,0,0,2
17,238,4,rail,0,1,1,1,0,300,80,140,0,30,80,75,15,40,20,1,2,0,0,2
18,239,3,air,1,1,1,1,250,330,80,130,50,30,50,55,15,55,10,2,1,1,0,4
18,240,4,rail,1,1,1,1,275,360,70,120,50,25,65,65,10,50,10,1,2,1,0,4
18,241,4,rail,1,1,1,1,300,330,70,140,30,35,95,75,15,50,25,1,2,1,0,4
18,242,4,rail,1,1,1,1,390,390,80,130,30,30,80,65,10,35,25,1,3,1,0,4
18,243,2,bus,1,1,1,1,300,390,70,130,40,15,95,75,5,50,10,2,3,1,0,4
18,244,4,rail,1,1,1,1,275,420,80,170,30,20,95,35,20,35,25,3,2,1,0,4
18,245,1,car,1,1,1,1,300,420,50,155,40,20,110,65,5,50,20,2,1,1,0,4
18,246,4,rail,1,1,1,1,345,420,60,170,35,20,110,35,25,45,15,2,1,1,0,4
18,247,4,rail,1,1,1,1,250,360,60,170,40,30,95,45,25,45,10,1,2,1,0,4
18,248,1,car,1,1,1,1,250,420,50,155,40,15,95,75,10,40,25,1,2,1,0,4
18,249,4,rail,1,1,1,1,345,390,90,155,35,15,65,35,10,50,10,3,1,1,0,4
18,250,1,car,1,1,1,1,390,390,50,170,35,15,95,35,5,40,25,2,3,1,0,4
18,251,3,air,1,1,1,1,250,420,90,140,45,15,50,65,20,35,25,3,2,1,0,4
18,252,4,rail,1,1,1,1,300,300,50,170,40,30,65,65,5,50,25,1,2,1,0,4
19,253,1,car,1,0,1,1,345,0,60,120,45,0,95,45,0,50,5,3,1,0,0,4
19,254,1,car,1,0,1,1,250,0,90,120,45,0,50,75,0,50,5,1,2,0,0,4
19,255,1,car,1,0,1,1,300,0,50,130,45,0,110,75,0,45,15,2,3,0,0,4
19,256,1,car,1,0,1,1,390,0,90,130,30,0,65,65,0,35,20,3,1,0,0,4
19,257,1,car,1,0,1,1,250,0,80,155,45,0,65,45,0,50,20,3,1,0,0,4
19,258,3,air,1,0,1,1,390,0,60,155,40,0,110,65,0,35,25,2,1,0,0,4
19,259,4,rail,1,0,1,1,250,0,80,155,45,0,50,65,0,45,15,1,3,0,0,4
19,260,4,rail,1,0,1,1,275,0,50,155,50,0,80,35,0,50,10,1,3,0,0,4
19,261,4,rail,1,0,1,1,345,0,50,155,50,0,80,45,0,55,5,2,3,0,0,4
19,262,1,car,1,0,1,1,390,0,50,120,35,0,95,75,0,35,15,1,2,0,0,4
19,263,1,car,1,0,1,1,300,0,80,155,30,0,95,45,0,45,25,3,1,0,0,4
19,264,1,car,1,0,1,1,300,0,90,155,35,0,65,45,0,35,20,3,1,0,0,4
19,265,4,rail,1,0,1,1,250,0,90,120,50,0,65,55,0,35,25,3,2,0,0,4
19,266,4,rail,1,0,1,1,390,0,70,120,35,0,95,55,0,45,10,1,1,0,0,4
20,267,3,air,0,1,1,1,0,390,90,130,0,35,50,75,20,35,25,1,2,0,0,1
20,268,4,rail,0,1,1,1,0,300,80,170,0,35,110,55,10,40,25,3,2,0,0,1
20,269,4,rail,0,1,1,1,0,345,90,130,0,25,50,35,10,55,5,2,3,0,0,1
20,270,4,rail,0,1,1,1,0,330,80,120,0,35,95,55,20,45,5,1,3,0,0,1
20,271,4,rail,0,1,1,1,0,420,60,170,0,15,65,45,15,55,10,1,2,0,0,1
20,272,4,rail,0,1,1,1,0,420,80,120,0,20,80,75,15,50,10,1,2,0,0,1
20,273,4,rail,0,1,1,1,0,360,80,120,0,20,80,45,5,40,20,3,2,0,0,1
20,274,4,rail,0,1,1,1,0,360,90,170,0,30,80,35,15,35,20,2,3,0,0,1
20,275,4,rail,0,1,1,1,0,420,70,120,0,25,95,45,20,50,15,1,3,0,0,1
20,276,4,rail,0,1,1,1,0,360,80,120,0,30,95,45,15,35,20,1,2,0,0,1
20,277,4,rail,0,1,1,1,0,300,80,170,0,30,50,35,10,55,5,2,3,0,0,1
20,278,4,rail,0,1,1,1,0,360,50,130,0,15,110,65,20,45,15,2,3,0,0,1
20,279,2,bus,0,1,1,1,0,360,60,140,0,25,110,75,25,50,5,3,2,0,0,1
20,280,4,rail,0,1,1,1,0,420,60,130,0,20,65,65,20,50,10,1,2,0,0,1
21,281,4,rail,1,1,0,1,390,390,0,170,40,30,0,35,10,0,5,0,2,1,1,1
21,282,4,rail,1,1,0,1,390,420,0,140,30,20,0,55,15,0,5,0,1,1,1,1
21,283,1,car,1,1,0,1,250,420,0,120,50,15,0,75,25,0,5,0,3,1,1,1
