id,obs_id,choice,chosen_alt,av_1,av_2,tt1,tt2,tc1,tc2,hw1,hw2,ch1,ch2,hh_inc_abs,car_availability,purpose,business
12063,69,2,alt2,1,1,15,21,5,3,30,15,2,2,0,0,1.0,0
12063,70,1,alt1,1,1,21,16,3,4,15,60,2,0,0,0,1.0,0
12063,71,1,alt1,1,1,26,20,3,4,30,15,0,1,0,0,1.0,0
12063,72,1,alt1,1,1,18,13,3,4,15,30,1,1,0,0,1.0,0
12083,73,2,alt2,1,1,57,43,20,22,60,15,2,1,1,0,3.0,0
12083,74,1,alt1,1,1,54,43,21,28,60,60,1,1,1,0,3.0,0
12083,75,1,alt1,1,1,54,41,20,22,60,30,0,2,1,0,3.0,0
12083,76,1,alt1,1,1,57,43,21,28,30,15,0,1,1,0,3.0,0
12083,77,2,alt2,1,1,57,40,21,23,30,15,2,1,1,0,3.0,0
12083,78,2,alt2,1,1,44,63,34,25,30,15,2,2,1,0,3.0,0
12083,79,2,alt2,1,1,63,47,21,24,15,60,2,0,1,0,3.0,0
12083,80,2,alt2,1,1,78,59,25,29,30,15,0,1,1,0,3.0,0
12083,81,2,alt2,1,1,54,38,20,23,15,30,1,1,1,0,3.0,0
12359,82,2,alt2,1,1,26,35,12,10,15,15,2,1,3,0,1.0,0
12359,83,1,alt1,1,1,27,19,8,10,60,60,0,2,3,0,1.0,0
12359,84,2,alt2,1,1,29,20,10,11,60,15,0,0,3,0,1.0,0
12359,85,1,alt1,1,1,39,31,8,9,15,15,1,2,3,0,1.0,0
12359,86,2,alt2,1,1,26,35,10,8,60,30,2,0,3,0,1.0,0
12359,87,2,alt2,1,1,21,29,10,8,30,15,1,1,3,0,1.0,0
12359,88,2,alt2,1,1,31,25,9,10,30,15,0,1,3,0,1.0,0
12359,89,2,alt2,1,1,35,28,8,10,30,30,2,0,3,0,1.0,0
12359,90,1,alt1,1,1,24,31,9,8,15,60,1,1,3,0,1.0,0
12375,91,2,alt2,1,1,20,17,2,3,30,30,1,0,3,0,1.0,0
12375,92,2,alt2,1,1,14,10,2,3,15,60,2,0,3,0,1.0,0
12375,93,1,alt1,1,1,11,14,3,2,15,30,2,0,3,0,1.0,0
12375,94,2,alt2,1,1,17,15,3,4,60,60,2,1,3,0,1.0,0
12375,95,2,alt2,1,1,14,11,3,4,60,30,0,0,3,0,1.0,0
12375,96,2,alt2,1,1,12,14,3,2,60,15,1,1,3,0,1.0,0
12375,97,2,alt2,1,1,10,14,3,2,60,15,0,0,3,0,1.0,0
12375,98,1,alt1,1,1,10,14,3,2,60,30,0,1,3,0,1.0,0
12375,99,2,alt2,1,1,14,20,3,2,30,60,2,0,3,0,1.0,0
12407,100,1,alt1,1,1,9,6,4,5,15,30,0,1,2,0,1.0,0
12407,101,1,alt1,1,1,8,6,4,5,30,60,1,2,2,0,1.0,0
12407,102,2,alt2,1,1,10,7,3,4,15,15,2,0,2,0,1.0,0
12407,103,2,alt2,1,1,7,5,4,5,30,30,1,0,2,0,1.0,0
12407,104,2,alt2,1,1,6,8,6,4,30,15,1,0,2,0,1.0,0
12407,105,2,alt2,1,1,6,7,5,4,15,15,2,2,2,0,1.0,0
12407,106,2,alt2,1,1,7,6,3,4,30,30,2,1,2,0,1.0,0
12407,107,1,alt1,1,1,6,7,5,4,15,60,0,1,2,0,1.0,0
12407,108,2,alt2,1,1,7,8,5,4,15,15,2,1,2,0,1.0,0
12409,109,2,alt2,1,1,8,6,8,9,60,15,2,1,1,1,3.0,0
12409,110,1,alt1,1,1,7,6,9,12,60,60,1,1,1,1,3.0,0
12409,111,1,alt1,1,1,7,5,8,9,60,30,0,2,1,1,3.0,0
12409,112,1,alt1,1,1,8,6,9,12,30,15,0,1,1,1,3.0,0
12409,113,1,alt1,1,1,5,8,10,9,15,30,1,2,1,1,3.0,0
12409,114,1,alt1,1,1,8,6,10,14,15,30,2,2,1,1,3.0,0
12409,115,2,alt2,1,1,8,6,9,10,15,60,2,0,1,1,3.0,0
12409,116,2,alt2,1,1,8,10,12,10,15,30,1,0,1,1,3.0,0
12409,117,1,alt1,1,1,7,5,8,9,15,30,1,1,1,1,3.0,0
12423,118,2,alt2,1,1,47,40,6,7,30,30,1,0,0,1,3.0,0
12423,119,1,alt1,1,1,24,32,7,6,60,15,0,2,0,1,3.0,0
12423,120,2,alt2,1,1,28,32,8,6,15,30,2,0,0,1,3.0,0
12423,121,1,alt1,1,1,35,41,9,8,60,60,1,2,0,1,3.0,0
12423,122,1,alt1,1,1,27,34,9,8,30,60,0,0,0,1,3.0,0
12423,123,1,alt1,1,1,29,34,7,6,60,15,1,1,0,1,3.0,0
12423,124,2,alt2,1,1,34,24,6,7,15,60,0,0,0,1,3.0,0
12423,125,1,alt1,1,1,24,34,8,7,60,30,0,1,0,1,3.0,0
12423,126,1,alt1,1,1,47,33,6,7,60,30,0,2,0,1,3.0,0
12445,127,2,alt2,1,1,80,60,13,14,60,15,2,1,2,1,1.0,0
12445,128,1,alt1,1,1,60,76,18,14,60,60,1,1,2,1,1.0,0
12445,129,1,alt1,1,1,57,76,14,13,30,60,2,0,2,1,1.0,0
12445,130,2,alt2,1,1,60,80,18,14,15,30,1,0,2,1,1.0,0
12445,131,1,alt1,1,1,56,80,15,14,15,30,1,2,2,1,1.0,0
12445,132,2,alt2,1,1,62,88,22,17,30,15,2,2,2,1,1.0,0
12445,133,1,alt1,1,1,66,88,16,14,60,15,0,2,2,1,1.0,0
12445,134,1,alt1,1,1,82,109,19,17,15,30,1,0,2,1,1.0,0
12445,135,2,alt2,1,1,53,76,15,13,30,15,1,1,2,1,1.0,0
12505,136,1,alt1,1,1,60,70,16,14,30,30,0,1,1,1,3.0,0
12505,137,1,alt1,1,1,36,49,16,14,60,15,0,2,1,1,3.0,0
12505,138,1,alt1,1,1,49,41,14,17,30,15,0,2,1,1,3.0,0
12505,139,2,alt2,1,1,62,53,17,19,60,60,2,1,1,1,3.0,0
12505,140,1,alt1,1,1,41,51,21,18,30,60,0,0,1,1,3.0,0
12505,141,1,alt1,1,1,51,44,14,16,15,60,1,1,1,1,3.0,0
12505,142,2,alt2,1,1,51,36,14,16,15,60,0,0,1,1,3.0,0
12505,143,1,alt1,1,1,36,51,17,16,60,30,0,1,1,1,3.0,0
12505,144,2,alt2,1,1,70,49,14,16,60,30,0,2,1,1,3.0,0
12534,145,1,alt1,1,1,150,177,39,35,30,30,0,1,0,0,3.0,0
12534,146,1,alt1,1,1,92,122,41,35,60,15,0,2,0,0,3.0,0
12534,147,1,alt1,1,1,104,122,43,35,15,30,2,0,0,0,3.0,0
12534,148,1,alt1,1,1,133,156,47,43,60,60,1,2,0,0,3.0,0
12534,149,2,alt2,1,1,103,129,51,45,30,60,0,0,0,0,3.0,0
12534,150,1,alt1,1,1,110,129,39,34,60,15,1,1,0,0,3.0,0
12534,151,1,alt1,1,1,129,90,34,40,15,60,0,0,0,0,3.0,0
12534,152,2,alt2,1,1,129,90,39,43,30,60,1,0,0,0,3.0,0
12534,153,2,alt2,1,1,177,124,35,41,60,30,0,2,0,0,3.0,0
12640,154,2,alt2,1,1,49,42,49,54,30,30,1,0,4,0,4.0,1
12640,155,2,alt2,1,1,26,34,57,49,60,15,0,2,4,0,4.0,1
12640,156,2,alt2,1,1,29,34,59,49,15,30,2,0,4,0,4.0,1
12640,157,2,alt2,1,1,44,37,60,66,60,60,2,1,4,0,4.0,1
12640,158,1,alt1,1,1,36,29,62,72,60,30,0,0,4,0,4.0,1
12640,159,1,alt1,1,1,36,31,47,54,15,60,1,1,4,0,4.0,1
12640,160,1,alt1,1,1,36,25,47,56,15,60,0,0,4,0,4.0,1
12640,161,2,alt2,1,1,25,36,60,55,60,30,0,1,4,0,4.0,1
12640,162,2,alt2,1,1,35,49,57,49,30,60,2,0,4,0,4.0,1
12670,163,1,alt1,1,1,21,30,9,8,15,60,1,1,3,0,3.0,0
12670,164,1,alt1,1,1,34,25,8,11,15,60,0,1,3,0,3.0,0
12670,165,1,alt1,1,1,25,22,7,8,30,60,0,2,3,0,3.0,0
12670,166,2,alt2,1,1,27,23,7,9,60,15,0,0,3,0,3.0,0
12670,167,1,alt1,1,1,30,27,8,9,15,15,0,0,3,0,3.0,0
12670,168,2,alt2,1,1,25,27,9,8,30,15,1,0,3,0,3.0,0
12670,169,2,alt2,1,1,20,25,9,8,15,15,2,2,3,0,3.0,0
12670,170,1,alt1,1,1,19,25,9,8,30,60,2,2,3,0,3.0,0
12670,171,2,alt2,1,1,23,16,10,12,30,15,2,1,3,0,3.0,0
12712,172,2,alt2,1,1,9,13,9,8,15,15,2,1,4,1,1.0,0
12712,173,2,alt2,1,1,7,10,8,6,60,60,2,0,4,1,1.0,0
12712,174,1,alt1,1,1,7,10,9,7,15,60,0,0,4,1,1.0,0
12712,175,1,alt1,1,1,14,11,6,7,15,15,1,2,4,1,1.0,0
12712,176,1,alt1,1,1,13,9,6,8,30,60,0,2,4,1,1.0,0
12712,177,1,alt1,1,1,10,8,6,8,15,30,1,1,4,1,1.0,0
12712,178,1,alt1,1,1,9,12,8,7,15,30,1,0,4,1,1.0,0
12712,179,2,alt2,1,1,13,10,6,8,30,30,2,0,4,1,1.0,0
12712,180,1,alt1,1,1,9,12,7,6,15,60,1,1,4,1,1.0,0
12713,181,2,alt2,1,1,124,87,30,35,60,15,1,1,3,0,3.0,0
12713,182,2,alt2,1,1,105,140,44,34,60,15,1,0,3,0,3.0,0
12713,183,2,alt2,1,1,92,103,33,29,60,30,2,0,3,0,3.0,0
12713,184,1,alt1,1,1,96,113,37,29,15,60,0,0,3,0,3.0,0
12713,185,2,alt2,1,1,112,124,33,30,15,15,0,0,3,0,3.0,0
12713,186,1,alt1,1,1,113,102,30,33,15,30,0,1,3,0,3.0,0
12713,187,2,alt2,1,1,103,82,30,36,15,15,2,2,3,0,3.0,0
12713,188,1,alt1,1,1,77,103,37,34,30,60,2,2,3,0,3.0,0
12713,189,2,alt2,1,1,97,68,38,50,30,15,2,1,3,0,3.0,0
12729,190,1,alt1,1,1,27,38,9,8,15,60,1,1,3,0,1.0,0
12729,191,1,alt1,1,1,43,32,8,11,15,60,0,1,3,0,1.0,0
12729,192,1,alt1,1,1,31,28,7,8,30,60,0,2,3,0,1.0,0
12729,193,1,alt1,1,1,29,35,9,7,15,60,0,0,3,0,1.0,0
12729,194,2,alt2,1,1,38,34,8,9,15,15,0,0,3,0,1.0,0
12729,195,2,alt2,1,1,31,35,9,8,30,15,1,0,3,0,1.0,0
12729,196,1,alt1,1,1,25,31,9,8,15,15,2,2,3,0,1.0,0
12729,197,1,alt1,1,1,24,31,9,8,30,60,2,2,3,0,1.0,0
12729,198,1,alt1,1,1,21,30,12,9,15,30,1,2,3,0,1.0,0
12741,199,2,alt2,1,1,129,90,34,39,60,15,1,1,1,0,3.0,0
12741,200,1,alt1,1,1,146,109,38,49,15,60,0,1,1,0,3.0,0
12741,201,2,alt2,1,1,96,106,37,32,60,30,2,0,1,0,3.0,0
12741,202,2,alt2,1,1,100,118,42,32,15,60,0,0,1,0,3.0,0
12741,203,1,alt1,1,1,116,129,38,34,15,15,0,0,1,0,3.0,0
12741,204,1,alt1,1,1,118,106,34,38,15,30,0,1,1,0,3.0,0
12741,205,2,alt2,1,1,85,106,41,34,15,15,2,2,1,0,3.0,0
12741,206,1,alt1,1,1,80,106,42,38,30,60,2,2,1,0,3.0,0
12741,207,2,alt2,1,1,71,101,56,43,15,30,1,2,1,0,3.0,0
12748,208,2,alt2,1,1,33,44,26,22,15,15,2,1,1,0,3.0,0
12748,209,2,alt2,1,1,24,34,23,18,60,60,2,0,1,0,3.0,0
12748,210,2,alt2,1,1,36,25,21,24,60,15,0,0,1,0,3.0,0
12748,211,1,alt1,1,1,49,40,17,18,15,15,1,2,1,0,3.0,0
12748,212,1,alt1,1,1,44,33,17,22,30,60,0,2,1,0,3.0,0
12748,213,1,alt1,1,1,36,27,18,23,15,30,1,1,1,0,3.0,0
12748,214,1,alt1,1,1,40,32,19,22,30,15,0,1,1,0,3.0,0
12748,215,1,alt1,1,1,44,35,17,22,30,30,2,0,1,0,3.0,0
12748,216,2,alt2,1,1,30,40,20,17,15,60,1,1,1,0,3.0,0
12901,217,1,alt1,1,1,19,22,11,10,30,30,0,1,1,0,2.0,0
12901,218,1,alt1,1,1,15,11,10,12,15,60,2,0,1,0,2.0,0
12901,219,1,alt1,1,1,15,13,10,13,30,15,0,2,1,0,2.0,0
12901,220,2,alt2,1,1,20,17,13,14,60,60,2,1,1,0,2.0,0
12901,221,2,alt2,1,1,16,13,13,15,60,30,0,0,1,0,2.0,0
12901,222,2,alt2,1,1,16,14,10,11,15,60,1,1,1,0,2.0,0
12901,223,2,alt2,1,1,11,16,12,10,60,15,0,0,1,0,2.0,0
12901,224,1,alt1,1,1,16,11,12,13,30,60,1,0,1,0,2.0,0
12901,225,2,alt2,1,1,22,15,10,12,60,30,0,2,1,0,2.0,0
12931,226,1,alt1,1,1,68,98,47,39,30,15,1,0,1,1,4.0,1
12931,227,1,alt1,1,1,62,89,50,45,60,30,2,1,1,1,4.0,1
12931,228,2,alt2,1,1,110,77,34,46,15,15,2,0,1,1,4.0,1
12931,229,1,alt1,1,1,57,77,52,43,30,30,0,1,1,1,4.0,1
12931,230,2,alt2,1,1,69,81,61,45,30,15,1,0,1,1,4.0,1
12931,231,1,alt1,1,1,65,77,45,39,15,15,2,2,1,1,4.0,1
12931,232,2,alt2,1,1,77,69,34,39,30,30,2,1,1,1,4.0,1
12931,233,1,alt1,1,1,69,77,53,39,15,60,0,1,1,1,4.0,1
12931,234,1,alt1,1,1,81,73,43,56,15,15,1,2,1,1,4.0,1
13034,235,2,alt2,1,1,31,27,4,5,30,30,1,0,2,0,1.0,0
13034,236,1,alt1,1,1,16,22,5,4,60,15,0,2,2,0,1.0,0
13034,237,1,alt1,1,1,22,18,4,5,30,15,0,2,2,0,1.0,0
13034,238,1,alt1,1,1,23,28,6,5,60,60,1,2,2,0,1.0,0
13034,239,1,alt1,1,1,18,23,6,5,30,60,0,0,2,0,1.0,0
13034,240,1,alt1,1,1,23,19,4,5,15,60,1,1,2,0,1.0,0
13034,241,1,alt1,1,1,23,16,4,5,15,60,0,0,2,0,1.0,0
13034,242,1,alt1,1,1,16,23,5,4,60,30,0,1,2,0,1.0,0
13034,243,1,alt1,1,1,31,22,4,5,60,30,0,2,2,0,1.0,0
13062,244,2,alt2,1,1,20,14,3,4,60,15,1,1,4,1,1.0,0
13062,245,1,alt1,1,1,22,17,3,4,15,60,0,1,4,1,1.0,0
13062,246,1,alt1,1,1,16,15,3,4,30,60,0,2,4,1,1.0,0
13062,247,2,alt2,1,1,18,15,3,4,60,15,0,0,4,1,1.0,0
13062,248,2,alt2,1,1,18,20,4,3,15,15,0,0,4,1,1.0,0
13062,249,2,alt2,1,1,16,18,4,3,30,15,1,0,4,1,1.0,0
13062,250,2,alt2,1,1,13,16,4,3,15,15,2,2,4,1,1.0,0
13062,251,2,alt2,1,1,12,16,4,3,30,60,2,2,4,1,1.0,0
13062,252,1,alt1,1,1,11,15,5,4,15,30,1,2,4,1,1.0,0
13181,253,1,alt1,1,1,61,81,22,20,15,60,1,2,3,0,3.0,0
13181,254,2,alt2,1,1,61,77,28,21,60,60,1,1,3,0,3.0,0
13181,255,2,alt2,1,1,57,77,22,20,30,60,2,0,3,0,3.0,0
13181,256,1,alt1,1,1,81,61,21,28,30,15,0,1,3,0,3.0,0
13181,257,1,alt1,1,1,57,81,23,21,15,30,1,2,3,0,3.0,0
13181,258,1,alt1,1,1,89,62,25,34,15,30,2,2,3,0,3.0,0
13181,259,1,alt1,1,1,67,89,24,21,60,15,0,2,3,0,3.0,0
13181,260,1,alt1,1,1,110,83,25,29,30,15,0,1,3,0,3.0,0
13181,261,2,alt2,1,1,54,77,23,20,30,15,1,1,3,0,3.0,0
13199,262,1,alt1,1,1,83,62,6,7,15,15,1,2,0,0,1.0,0
13199,263,1,alt1,1,1,65,45,4,6,60,60,0,2,0,0,1.0,0
13199,264,2,alt2,1,1,68,48,5,6,60,15,0,0,0,0,1.0,0
13199,265,1,alt1,1,1,75,94,5,4,15,15,2,1,0,0,1.0,0
13199,266,2,alt2,1,1,62,83,6,4,60,30,2,0,0,0,1.0,0
13199,267,1,alt1,1,1,51,68,6,4,30,15,1,1,0,0,1.0,0
13199,268,2,alt2,1,1,76,60,5,6,30,15,0,1,0,0,1.0,0
13199,269,2,alt2,1,1,83,66,4,5,30,30,2,0,0,0,1.0,0
13199,270,1,alt1,1,1,57,76,5,4,15,60,1,1,0,0,1.0,0
13214,271,1,alt1,1,1,54,72,62,54,15,15,2,1,4,1,4.0,1
13214,272,2,alt2,1,1,57,40,43,56,60,60,0,2,4,1,4.0,1
13214,273,2,alt2,1,1,60,42,52,60,60,15,0,0,4,1,4.0,1
13214,274,2,alt2,1,1,82,66,41,45,15,15,1,2,4,1,4.0,1
13214,275,2,alt2,1,1,72,54,41,55,30,60,0,2,4,1,4.0,1
13214,276,1,alt1,1,1,45,60,56,43,30,15,1,1,4,1,4.0,1
13214,277,2,alt2,1,1,53,66,54,47,15,30,1,0,4,1,4.0,1
13214,278,2,alt2,1,1,72,58,41,53,30,30,2,0,4,1,4.0,1
13214,279,2,alt2,1,1,66,50,41,49,60,15,1,1,4,1,4.0,1
13389,280,1,alt1,1,1,46,66,21,18,15,60,1,1,2,0,3.0,0
13389,281,1,alt1,1,1,74,56,20,26,15,60,0,1,2,0,3.0,0
13389,282,1,alt1,1,1,54,49,17,20,30,60,0,2,2,0,3.0,0
13389,283,1,alt1,1,1,51,60,22,17,15,60,0,0,2,0,3.0,0
13389,284,1,alt1,1,1,66,59,18,20,15,15,0,0,2,0,3.0,0
13389,285,1,alt1,1,1,60,54,18,20,15,30,0,1,2,0,3.0,0
13389,286,1,alt1,1,1,54,43,18,22,15,15,2,2,2,0,3.0,0
13389,287,2,alt2,1,1,54,41,20,22,60,30,2,2,2,0,3.0,0
13389,288,1,alt1,1,1,36,51,30,23,15,30,1,2,2,0,3.0,0
13506,289,2,alt2,1,1,62,43,16,19,15,30,0,1,4,0,3.0,0
13506,290,1,alt1,1,1,57,40,18,20,30,60,1,2,4,0,3.0,0
13506,291,2,alt2,1,1,70,49,14,18,15,15,2,0,4,0,3.0,0
13506,292,2,alt2,1,1,49,36,17,21,30,30,1,0,4,0,3.0,0
13506,293,2,alt2,1,1,44,51,24,18,30,15,1,0,4,0,3.0,0
13506,294,1,alt1,1,1,49,41,16,18,15,15,2,2,4,0,3.0,0
13506,295,2,alt2,1,1,49,44,14,16,30,30,2,1,4,0,3.0,0
13506,296,2,alt2,1,1,49,44,16,21,60,15,1,0,4,0,3.0,0
13506,297,1,alt1,1,1,51,46,17,22,15,15,1,2,4,0,3.0,0
13508,298,2,alt2,1,1,24,35,7,6,30,15,1,0,2,1,3.0,0
13508,299,1,alt1,1,1,31,22,7,8,30,60,1,2,2,1,3.0,0
13508,300,2,alt2,1,1,39,27,5,7,15,15,2,0,2,1,3.0,0
13508,301,2,alt2,1,1,27,20,7,8,30,30,1,0,2,1,3.0,0
13508,302,2,alt2,1,1,24,29,9,7,30,15,1,0,2,1,3.0,0
13508,303,1,alt1,1,1,23,27,7,6,15,15,2,2,2,1,3.0,0
13508,304,1,alt1,1,1,24,27,6,5,30,30,1,2,2,1,3.0,0
13508,305,2,alt2,1,1,27,24,6,8,60,15,1,0,2,1,3.0,0
13508,306,2,alt2,1,1,26,29,9,7,15,15,2,1,2,1,3.0,0
13602,307,1,alt1,1,1,11,14,2,1,15,60,1,2,3,0,1.0,0
13602,308,2,alt2,1,1,14,11,2,3,60,60,1,1,3,0,1.0,0
13602,309,1,alt1,1,1,14,10,1,2,60,30,0,2,3,0,1.0,0
13602,310,2,alt2,1,1,11,14,3,2,15,30,1,0,3,0,1.0,0
13602,311,2,alt2,1,1,14,10,2,3,30,15,2,1,3,0,1.0,0
13602,312,1,alt1,1,1,16,11,2,3,15,30,2,2,3,0,1.0,0
13602,313,1,alt1,1,1,12,16,3,2,60,15,0,2,3,0,1.0,0
13602,314,2,alt2,1,1,15,20,3,2,15,30,1,0,3,0,1.0,0
13602,315,2,alt2,1,1,9,14,2,1,30,15,1,1,3,0,1.0,0
13607,316,1,alt1,1,1,31,36,8,7,30,30,0,1,4,0,3.0,0
13607,317,2,alt2,1,1,25,19,7,8,15,60,2,0,4,0,3.0,0
13607,318,1,alt1,1,1,25,21,7,9,30,15,0,2,4,0,3.0,0
13607,319,1,alt1,1,1,27,32,10,9,60,60,1,2,4,0,3.0,0
13607,320,2,alt2,1,1,27,21,9,10,60,30,0,0,4,0,3.0,0
13607,321,1,alt1,1,1,27,23,7,8,15,60,1,1,4,0,3.0,0
13607,322,1,alt1,1,1,27,19,7,8,15,60,0,0,4,0,3.0,0
13607,323,1,alt1,1,1,19,27,9,8,60,30,0,1,4,0,3.0,0
13607,324,1,alt1,1,1,36,25,7,8,60,30,0,2,4,0,3.0,0
13608,325,1,alt1,1,1,37,49,6,5,15,15,2,1,2,1,1.0,0
13608,326,1,alt1,1,1,39,27,4,5,60,60,0,2,2,1,1.0,0
13608,327,1,alt1,1,1,29,41,5,4,15,60,0,0,2,1,1.0,0
13608,328,1,alt1,1,1,56,45,4,5,15,15,1,2,2,1,1.0,0
13608,329,1,alt1,1,1,49,37,4,5,30,60,0,2,2,1,1.0,0
13608,330,1,alt1,1,1,41,31,4,5,15,30,1,1,2,1,1.0,0
13608,331,1,alt1,1,1,36,45,5,4,15,30,1,0,2,1,1.0,0
13608,332,1,alt1,1,1,40,49,5,4,30,30,0,2,2,1,1.0,0
13608,333,2,alt2,1,1,45,34,4,5,60,15,1,1,2,1,1.0,0
13718,334,1,alt1,1,1,116,166,35,30,15,60,1,1,1,0,3.0,0
13718,335,1,alt1,1,1,187,140,33,43,15,60,0,1,1,0,3.0,0
13718,336,2,alt2,1,1,123,137,33,28,60,30,2,0,1,0,3.0,0
13718,337,2,alt2,1,1,151,129,28,37,60,15,0,0,1,0,3.0,0
