ID,avail_1,avail_2,avail_3,x_1_1,x_1_2,x_1_3,x_1_4,x_2_1,x_2_2,x_2_3,x_2_4,x_3_1,x_3_2,x_3_3,x_3_4,choice,class,ga,luggage,gender,who,income,age
3,1,1,1,0.58,0.38,0.3,0,0.27,0.42,0.3,0.0,0.84,0.65,0,0,2,0,0,1,1,1,2.0,2.0
4,1,1,1,1.38,0.4,0.3,0,0.65,0.45,0.1,0.0,1.35,0.8,0,0,2,0,0,1,1,1,3.0,2.0
4,1,1,1,1.38,0.4,1.2,0,0.61,0.52,0.1,1.0,1.75,1.3,0,0,2,0,0,1,1,1,3.0,2.0
4,1,1,1,1.38,0.36,0.3,0,0.58,0.49,0.2,0.0,1.75,1.0,0,0,2,0,0,1,1,1,3.0,2.0
4,1,1,1,1.05,0.36,0.6,0,0.58,0.49,0.3,1.0,1.08,1.3,0,0,2,0,0,1,1,1,3.0,2.0
4,1,1,1,1.16,0.4,0.3,0,0.58,0.46,0.3,1.0,1.75,0.8,0,0,2,0,0,1,1,1,3.0,2.0
4,1,1,1,1.16,0.36,0.3,0,0.61,0.42,0.1,1.0,1.08,1.0,0,0,2,0,0,1,1,1,3.0,2.0
4,1,1,1,1.16,0.48,0.6,0,0.58,0.5,0.2,0.0,1.08,0.8,0,0,2,0,0,1,1,1,3.0,2.0
4,1,1,1,1.38,0.48,0.3,0,0.61,0.52,0.3,0.0,1.08,1.3,0,0,2,0,0,1,1,1,3.0,2.0
4,1,1,1,1.16,0.4,0.6,0,0.61,0.52,0.3,0.0,1.35,1.0,0,0,2,0,0,1,1,1,3.0,2.0
5,1,1,0,2.69,0.7,1.2,0,2.16,0.72,0.2,0.0,0.0,0.0,0,0,2,0,0,1,1,1,3.0,2.0
5,1,1,0,2.43,0.7,0.3,0,2.13,0.7,0.1,0.0,0.0,0.0,0,0,2,0,0,1,1,1,3.0,2.0
5,1,1,0,3.2,0.7,0.6,0,2.2,0.74,0.3,0.0,0.0,0.0,0,0,2,0,0,1,1,1,3.0,2.0
5,1,1,0,2.43,0.58,0.3,0,2.16,0.66,0.2,0.0,0.0,0.0,0,0,2,0,0,1,1,1,3.0,2.0
5,1,1,0,3.2,0.52,0.6,0,2.16,0.57,0.2,0.0,0.0,0.0,0,0,2,0,0,1,1,1,3.0,2.0
5,1,1,0,2.69,0.52,1.2,0,2.13,0.62,0.1,0.0,0.0,0.0,0,0,2,0,0,1,1,1,3.0,2.0
5,1,1,0,2.43,0.7,1.2,0,2.2,0.74,0.1,0.0,0.0,0.0,0,0,2,0,0,1,1,1,3.0,2.0
5,1,1,0,2.43,0.52,0.3,0,2.2,0.57,0.3,0.0,0.0,0.0,0,0,2,0,0,1,1,1,3.0,2.0
5,1,1,0,3.2,0.58,0.6,0,2.13,0.64,0.1,0.0,0.0,0.0,0,0,2,0,0,1,1,1,3.0,2.0
6,1,1,1,1.16,0.35,1.2,0,0.46,0.38,0.3,1.0,0.7,0.35,0,0,2,0,0,1,0,1,3.0,3.0
6,1,1,1,0.95,0.26,1.2,0,0.49,0.29,0.3,0.0,0.91,0.28,0,0,2,0,0,1,0,1,3.0,3.0
6,1,1,1,1.16,0.26,1.2,0,0.53,0.32,0.2,1.0,0.56,0.28,0,0,2,0,0,1,0,1,3.0,3.0
6,1,1,1,1.02,0.26,0.6,0,0.53,0.32,0.1,0.0,0.91,0.45,0,0,2,0,0,1,0,1,3.0,3.0
6,1,1,1,1.02,0.29,1.2,0,0.53,0.32,0.3,0.0,0.56,0.45,0,0,2,0,0,1,0,1,3.0,3.0
6,1,1,1,0.95,0.29,0.6,0,0.53,0.32,0.2,1.0,0.91,0.35,0,0,2,0,0,1,0,1,3.0,3.0
6,1,1,1,0.95,0.35,0.6,0,0.49,0.4,0.1,1.0,0.7,0.28,0,0,2,0,0,1,0,1,3.0,3.0
6,1,1,1,0.95,0.29,1.2,0,0.46,0.35,0.2,0.0,0.7,0.45,0,0,2,0,0,1,0,1,3.0,3.0
6,1,1,1,1.02,0.35,0.3,0,0.53,0.46,0.2,1.0,0.7,0.45,0,0,2,0,0,1,0,1,3.0,3.0
7,1,1,1,0.87,0.42,1.2,0,0.32,0.49,0.2,0.0,1.17,1.4,0,0,2,0,0,1,1,1,1.0,3.0
7,1,1,1,0.8,0.42,0.3,0,0.29,0.46,0.1,0.0,1.17,1.82,0,0,2,0,0,1,1,1,1.0,3.0
7,1,1,1,1.01,0.42,0.6,0,0.36,0.56,0.3,0.0,1.17,1.12,0,0,2,0,0,1,1,1,1.0,3.0
7,1,1,1,0.8,0.35,0.3,0,0.32,0.49,0.2,0.0,0.72,1.12,0,0,2,0,0,1,1,1,1.0,3.0
7,1,1,1,1.01,0.31,0.6,0,0.32,0.38,0.2,0.0,0.9,1.82,0,0,2,0,0,1,1,1,1.0,3.0
7,1,1,1,0.87,0.31,1.2,0,0.29,0.46,0.1,0.0,0.9,1.12,0,0,2,0,0,1,1,1,1.0,3.0
7,1,1,1,0.8,0.42,1.2,0,0.36,0.56,0.1,0.0,0.72,1.4,0,0,1,0,0,1,1,1,1.0,3.0
7,1,1,1,0.8,0.31,0.3,0,0.36,0.4,0.3,0.0,0.9,1.4,0,0,2,0,0,1,1,1,1.0,3.0
7,1,1,1,1.01,0.35,0.6,0,0.29,0.43,0.1,0.0,0.72,1.4,0,0,2,0,0,1,1,1,1.0,3.0
8,1,1,1,1.09,0.26,1.2,0,0.56,0.34,0.2,0.0,1.3,0.3,0,0,2,0,0,1,1,1,3.0,4.0
8,1,1,1,1.0,0.26,0.3,0,0.53,0.32,0.1,0.0,1.3,0.39,0,0,2,0,0,1,1,1,3.0,4.0
8,1,1,1,1.26,0.26,0.6,0,0.6,0.4,0.3,0.0,1.3,0.24,0,0,2,0,0,1,1,1,3.0,4.0
8,1,1,1,1.0,0.22,0.3,0,0.56,0.35,0.2,0.0,0.8,0.24,0,0,3,0,0,1,1,1,3.0,4.0
8,1,1,1,1.26,0.2,0.6,0,0.56,0.24,0.2,0.0,1.0,0.39,0,0,2,0,0,1,1,1,3.0,4.0
8,1,1,1,1.09,0.2,1.2,0,0.53,0.32,0.1,0.0,1.0,0.24,0,0,3,0,0,1,1,1,3.0,4.0
8,1,1,1,1.0,0.26,1.2,0,0.6,0.4,0.1,0.0,0.8,0.3,0,0,3,0,0,1,1,1,3.0,4.0
8,1,1,1,1.0,0.2,0.3,0,0.6,0.26,0.3,0.0,1.0,0.3,0,0,2,0,0,1,1,1,3.0,4.0
8,1,1,1,1.26,0.22,0.6,0,0.53,0.28,0.1,0.0,0.8,0.3,0,0,2,0,0,1,1,1,3.0,4.0
9,1,1,1,1.16,0.24,0.3,0,0.53,0.28,0.1,0.0,0.6,0.32,0,0,2,0,0,1,1,1,2.0,2.0
9,1,1,1,1.16,0.22,0.3,0,0.46,0.32,0.2,0.0,0.78,0.4,0,0,2,0,0,1,1,1,2.0,2.0
9,1,1,1,1.16,0.24,1.2,0,0.49,0.36,0.1,1.0,0.78,0.52,0,0,2,0,0,1,1,1,2.0,2.0
9,1,1,1,0.95,0.22,0.6,0,0.46,0.32,0.3,1.0,0.48,0.52,0,0,2,0,0,1,1,1,2.0,2.0
9,1,1,1,1.02,0.24,0.3,0,0.46,0.29,0.3,1.0,0.78,0.32,0,0,2,0,0,1,1,1,2.0,2.0
9,1,1,1,1.02,0.29,0.6,0,0.46,0.32,0.2,0.0,0.48,0.32,0,0,2,0,0,1,1,1,2.0,2.0
9,1,1,1,1.02,0.22,0.3,0,0.49,0.25,0.1,1.0,0.48,0.4,0,0,2,0,0,1,1,1,2.0,2.0
9,1,1,1,1.02,0.24,0.6,0,0.49,0.36,0.3,0.0,0.6,0.4,0,0,2,0,0,1,1,1,2.0,2.0
9,1,1,1,1.16,0.29,0.3,0,0.49,0.35,0.3,0.0,0.48,0.52,0,0,2,0,0,1,1,1,2.0,2.0
10,1,1,0,1.31,0.42,1.2,0,0.59,0.46,0.3,1.0,0.0,0.0,0,0,2,0,0,1,0,2,1.0,2.0
10,1,1,0,1.1,0.31,1.2,0,0.62,0.38,0.3,0.0,0.0,0.0,0,0,1,0,0,1,0,2,1.0,2.0
10,1,1,0,1.31,0.31,1.2,0,0.66,0.4,0.2,1.0,0.0,0.0,0,0,2,0,0,1,0,2,1.0,2.0
10,1,1,0,1.17,0.31,0.6,0,0.66,0.4,0.1,0.0,0.0,0.0,0,0,2,0,0,1,0,2,1.0,2.0
10,1,1,0,1.17,0.35,1.2,0,0.66,0.42,0.3,0.0,0.0,0.0,0,0,2,0,0,1,0,2,1.0,2.0
10,1,1,0,1.1,0.35,0.6,0,0.66,0.42,0.2,1.0,0.0,0.0,0,0,2,0,0,1,0,2,1.0,2.0
10,1,1,0,1.1,0.42,0.6,0,0.62,0.49,0.1,1.0,0.0,0.0,0,0,2,0,0,1,0,2,1.0,2.0
10,1,1,0,1.1,0.35,1.2,0,0.59,0.43,0.2,0.0,0.0,0.0,0,0,2,0,0,1,0,2,1.0,2.0
10,1,1,0,1.17,0.42,0.3,0,0.66,0.56,0.2,1.0,0.0,0.0,0,0,1,0,0,1,0,2,1.0,2.0
11,1,1,0,1.16,0.32,0.3,0,0.52,0.38,0.1,0.0,0.0,0.0,0,0,2,0,0,1,1,2,2.0,2.0
11,1,1,0,1.16,0.32,1.2,0,0.48,0.43,0.1,1.0,0.0,0.0,0,0,2,0,0,1,1,2,2.0,2.0
11,1,1,0,1.16,0.29,0.3,0,0.45,0.4,0.2,0.0,0.0,0.0,0,0,2,0,0,1,1,2,2.0,2.0
11,1,1,0,0.93,0.29,0.6,0,0.45,0.4,0.3,1.0,0.0,0.0,0,0,2,0,0,1,1,2,2.0,2.0
11,1,1,0,1.01,0.32,0.3,0,0.45,0.4,0.3,1.0,0.0,0.0,0,0,2,0,0,1,1,2,2.0,2.0
11,1,1,0,1.01,0.29,0.3,0,0.48,0.34,0.1,1.0,0.0,0.0,0,0,2,0,0,1,1,2,2.0,2.0
11,1,1,0,1.01,0.38,0.6,0,0.45,0.43,0.2,0.0,0.0,0.0,0,0,2,0,0,1,1,2,2.0,2.0
11,1,1,0,1.16,0.38,0.3,0,0.48,0.45,0.3,0.0,0.0,0.0,0,0,2,0,0,1,1,2,2.0,2.0
11,1,1,0,1.01,0.32,0.6,0,0.48,0.43,0.3,0.0,0.0,0.0,0,0,2,0,0,1,1,2,2.0,2.0
12,1,1,0,1.31,0.36,0.3,0,0.66,0.42,0.1,0.0,0.0,0.0,0,0,2,0,0,1,0,2,2.0,3.0
12,1,1,0,1.31,0.36,1.2,0,0.62,0.5,0.1,1.0,0.0,0.0,0,0,2,0,0,1,0,2,2.0,3.0
12,1,1,0,1.31,0.32,0.3,0,0.59,0.48,0.2,0.0,0.0,0.0,0,0,2,0,0,1,0,2,2.0,3.0
12,1,1,0,1.1,0.32,0.6,0,0.59,0.48,0.3,1.0,0.0,0.0,0,0,2,0,0,1,0,2,2.0,3.0
12,1,1,0,1.17,0.36,0.3,0,0.59,0.45,0.3,1.0,0.0,0.0,0,0,2,0,0,1,0,2,2.0,3.0
12,1,1,0,1.17,0.32,0.3,0,0.62,0.38,0.1,1.0,0.0,0.0,0,0,2,0,0,1,0,2,2.0,3.0
12,1,1,0,1.17,0.43,0.6,0,0.59,0.48,0.2,0.0,0.0,0.0,0,0,2,0,0,1,0,2,2.0,3.0
12,1,1,0,1.31,0.43,0.3,0,0.62,0.49,0.3,0.0,0.0,0.0,0,0,2,0,0,1,0,2,2.0,3.0
12,1,1,0,1.17,0.36,0.6,0,0.62,0.5,0.3,0.0,0.0,0.0,0,0,2,0,0,1,0,2,2.0,3.0
13,1,1,0,1.68,0.37,1.2,0,0.86,0.4,0.3,1.0,0.0,0.0,0,0,2,0,0,1,1,2,1.0,3.0
13,1,1,0,1.29,0.28,1.2,0,0.89,0.32,0.3,0.0,0.0,0.0,0,0,2,0,0,1,1,2,1.0,3.0
13,1,1,0,1.68,0.28,1.2,0,0.93,0.32,0.2,1.0,0.0,0.0,0,0,2,0,0,1,1,2,1.0,3.0
13,1,1,0,1.42,0.28,0.6,0,0.93,0.32,0.1,0.0,0.0,0.0,0,0,2,0,0,1,1,2,1.0,3.0
13,1,1,0,1.42,0.31,1.2,0,0.93,0.34,0.3,0.0,0.0,0.0,0,0,2,0,0,1,1,2,1.0,3.0
13,1,1,0,1.29,0.31,0.6,0,0.93,0.34,0.2,1.0,0.0,0.0,0,0,1,0,0,1,1,2,1.0,3.0
13,1,1,0,1.29,0.37,0.6,0,0.89,0.42,0.1,1.0,0.0,0.0,0,0,1,0,0,1,1,2,1.0,3.0
13,1,1,0,1.29,0.31,1.2,0,0.86,0.36,0.2,0.0,0.0,0.0,0,0,2,0,0,1,1,2,1.0,3.0
13,1,1,0,1.42,0.37,0.3,0,0.93,0.46,0.2,1.0,0.0,0.0,0,0,2,0,0,1,1,2,1.0,3.0
14,1,1,1,1.3,0.31,1.2,0,0.77,0.38,0.2,0.0,0.91,1.0,0,0,2,0,0,1,1,2,2.0,3.0
14,1,1,1,1.18,0.31,0.3,0,0.74,0.36,0.1,0.0,0.91,1.3,0,0,2,0,0,1,1,2,2.0,3.0
14,1,1,1,1.53,0.31,0.6,0,0.81,0.43,0.3,0.0,0.91,0.8,0,0,2,0,0,1,1,2,2.0,3.0
14,1,1,1,1.18,0.26,0.3,0,0.77,0.38,0.2,0.0,0.56,0.8,0,0,1,0,0,1,1,2,2.0,3.0
14,1,1,1,1.53,0.23,0.6,0,0.77,0.28,0.2,0.0,0.7,1.3,0,0,2,0,0,1,1,2,2.0,3.0
14,1,1,1,1.3,0.23,1.2,0,0.74,0.35,0.1,0.0,0.7,0.8,0,0,2,0,0,1,1,2,2.0,3.0
14,1,1,1,1.18,0.31,1.2,0,0.81,0.43,0.1,0.0,0.56,1.0,0,0,2,0,0,1,1,2,2.0,3.0
14,1,1,1,1.18,0.23,0.3,0,0.81,0.29,0.3,0.0,0.7,1.0,0,0,1,0,0,1,1,2,2.0,3.0
14,1,1,1,1.53,0.26,0.6,0,0.74,0.32,0.1,0.0,0.56,1.0,0,0,2,0,0,1,1,2,2.0,3.0
15,1,1,0,1.11,0.26,1.2,0,0.41,0.31,0.3,1.0,0.0,0.0,0,0,2,0,0,1,1,2,2.0,3.0
15,1,1,0,1.11,0.2,1.2,0,0.48,0.26,0.2,1.0,0.0,0.0,0,0,2,0,0,1,1,2,2.0,3.0
15,1,1,0,0.9,0.2,1.2,0,0.44,0.24,0.3,0.0,0.0,0.0,0,0,2,0,0,1,1,2,2.0,3.0
15,1,1,0,0.97,0.2,0.6,0,0.48,0.26,0.1,0.0,0.0,0.0,0,0,2,0,0,1,1,2,2.0,3.0
15,1,1,0,0.97,0.22,1.2,0,0.48,0.26,0.3,0.0,0.0,0.0,0,0,2,0,0,1,1,2,2.0,3.0
15,1,1,0,0.9,0.22,0.6,0,0.48,0.26,0.2,1.0,0.0,0.0,0,0,2,0,0,1,1,2,2.0,3.0
15,1,1,0,0.9,0.26,0.6,0,0.44,0.32,0.1,1.0,0.0,0.0,0,0,2,0,0,1,1,2,2.0,3.0
15,1,1,0,0.9,0.22,1.2,0,0.41,0.28,0.2,0.0,0.0,0.0,0,0,2,0,0,1,1,2,2.0,3.0
15,1,1,0,0.97,0.26,0.3,0,0.48,0.4,0.2,1.0,0.0,0.0,0,0,1,0,0,1,1,2,2.0,3.0
16,1,1,1,2.08,0.62,0.3,0,0.79,0.66,0.1,0.0,1.9,0.8,0,0,2,0,0,1,1,2,2.0,3.0
16,1,1,1,2.08,0.62,1.2,0,0.71,0.8,0.1,1.0,2.47,1.3,0,0,2,0,0,1,1,2,2.0,3.0
16,1,1,1,2.08,0.56,0.3,0,0.65,0.74,0.2,0.0,2.47,1.0,0,0,2,0,0,1,1,2,2.0,3.0
16,1,1,1,1.65,0.56,0.6,0,0.65,0.74,0.3,1.0,1.52,1.3,0,0,2,0,0,1,1,2,2.0,3.0
16,1,1,1,1.79,0.62,0.3,0,0.65,0.7,0.3,1.0,2.47,0.8,0,0,2,0,0,1,1,2,2.0,3.0
16,1,1,1,1.79,0.56,0.3,0,0.71,0.62,0.1,1.0,1.52,1.0,0,0,2,0,0,1,1,2,2.0,3.0
16,1,1,1,1.79,0.74,0.6,0,0.65,0.78,0.2,0.0,1.52,0.8,0,0,2,0,0,1,1,2,2.0,3.0
16,1,1,1,2.08,0.74,0.3,0,0.71,0.8,0.3,0.0,1.52,1.3,0,0,2,0,0,1,1,2,2.0,3.0
16,1,1,1,1.79,0.62,0.6,0,0.71,0.8,0.3,0.0,1.9,1.0,0,0,2,0,0,1,1,2,2.0,3.0
17,1,1,1,1.32,0.23,0.3,0,0.61,0.26,0.1,0.0,0.9,0.2,0,0,2,0,0,0,1,1,2.0,1.0
17,1,1,1,1.32,0.23,1.2,0,0.57,0.31,0.1,1.0,1.17,0.32,0,0,2,0,0,0,1,1,2.0,1.0
17,1,1,1,1.32,0.21,0.3,0,0.54,0.28,0.2,0.0,1.17,0.25,0,0,2,0,0,0,1,1,2.0,1.0
17,1,1,1,1.02,0.21,0.6,0,0.54,0.28,0.3,1.0,0.72,0.32,0,0,2,0,0,0,1,1,2.0,1.0
17,1,1,1,1.12,0.23,0.3,0,0.54,0.28,0.3,1.0,1.17,0.2,0,0,2,0,0,0,1,1,2.0,1.0
17,1,1,1,1.12,0.21,0.3,0,0.57,0.24,0.1,1.0,0.72,0.25,0,0,2,0,0,0,1,1,2.0,1.0
17,1,1,1,1.12,0.28,0.6,0,0.54,0.3,0.2,0.0,0.72,0.2,0,0,2,0,0,0,1,1,2.0,1.0
17,1,1,1,1.32,0.28,0.3,0,0.57,0.31,0.3,0.0,0.72,0.32,0,0,2,0,0,0,1,1,2.0,1.0
17,1,1,1,1.12,0.23,0.6,0,0.57,0.31,0.3,0.0,0.9,0.25,0,0,2,0,0,0,1,1,2.0,1.0
18,1,1,1,1.86,0.24,0.3,0,0.95,0.27,0.1,0.0,1.1,0.32,0,0,2,0,0,0,1,1,3.0,3.0
18,1,1,1,1.86,0.24,1.2,0,0.89,0.32,0.1,1.0,1.43,0.52,0,0,2,0,0,0,1,1,3.0,3.0
18,1,1,1,1.86,0.22,0.3,0,0.84,0.3,0.2,0.0,1.43,0.4,0,0,2,0,0,0,1,1,3.0,3.0
18,1,1,1,1.54,0.22,0.6,0,0.84,0.3,0.3,1.0,0.88,0.52,0,0,2,0,0,0,1,1,3.0,3.0
18,1,1,1,1.65,0.24,0.3,0,0.84,0.28,0.3,1.0,1.43,0.32,0,0,2,0,0,0,1,1,3.0,3.0
18,1,1,1,1.65,0.22,0.3,0,0.89,0.25,0.1,1.0,0.88,0.4,0,0,2,0,0,0,1,1,3.0,3.0
18,1,1,1,1.65,0.29,0.6,0,0.84,0.3,0.2,0.0,0.88,0.32,0,0,2,0,0,0,1,1,3.0,3.0
18,1,1,1,1.86,0.29,0.3,0,0.89,0.32,0.3,0.0,0.88,0.52,0,0,2,0,0,0,1,1,3.0,3.0
18,1,1,1,1.65,0.24,0.6,0,0.89,0.32,0.3,0.0,1.1,0.4,0,0,2,0,0,0,1,1,3.0,3.0
19,1,1,1,2.12,0.26,1.2,0,1.21,0.27,0.3,1.0,12.0,0.1,0,0,3,0,0,1,0,1,1.0,1.0
19,1,1,1,1.77,0.2,0.6,0,1.28,0.23,0.1,0.0,15.6,0.13,0,0,1,0,0,1,0,1,1.0,1.0
19,1,1,1,1.59,0.2,1.2,0,1.24,0.22,0.3,0.0,15.6,0.08,0,0,3,0,0,1,0,1,1.0,1.0
19,1,1,1,2.12,0.2,1.2,0,1.28,0.23,0.2,1.0,9.6,0.08,0,0,3,0,0,1,0,1,1.0,1.0
19,1,1,1,1.77,0.22,1.2,0,1.28,0.24,0.3,0.0,9.6,0.13,0,0,1,0,0,1,0,1,1.0,1.0
19,1,1,1,1.59,0.22,0.6,0,1.28,0.24,0.2,1.0,15.6,0.1,0,0,1,0,0,1,0,1,1.0,1.0
19,1,1,1,1.59,0.26,0.6,0,1.24,0.28,0.1,1.0,12.0,0.08,0,0,2,0,0,1,0,1,1.0,1.0
19,1,1,1,1.59,0.22,1.2,0,1.21,0.25,0.2,0.0,12.0,0.13,0,0,2,0,0,1,0,1,1.0,1.0
19,1,1,1,1.77,0.26,0.3,0,1.28,0.31,0.2,1.0,12.0,0.13,0,0,1,0,0,1,0,1,1.0,1.0
20,1,1,1,1.79,0.31,1.2,0,0.96,0.32,0.3,1.0,1.1,0.3,0,0,2,0,0,1,0,2,1.0,2.0
20,1,1,1,1.37,0.23,1.2,0,0.99,0.27,0.3,0.0,1.43,0.24,0,0,2,0,0,1,0,2,1.0,2.0
20,1,1,1,1.79,0.23,1.2,0,1.03,0.28,0.2,1.0,0.88,0.24,0,0,3,0,0,1,0,2,1.0,2.0
20,1,1,1,1.51,0.23,0.6,0,1.03,0.28,0.1,0.0,1.43,0.39,0,0,2,0,0,1,0,2,1.0,2.0
20,1,1,1,1.51,0.26,1.2,0,1.03,0.28,0.3,0.0,0.88,0.39,0,0,2,0,0,1,0,2,1.0,2.0
20,1,1,1,1.37,0.26,0.6,0,1.03,0.28,0.2,1.0,1.43,0.3,0,0,2,0,0,1,0,2,1.0,2.0
20,1,1,1,1.37,0.31,0.6,0,0.99,0.34,0.1,1.0,1.1,0.24,0,0,2,0,0,1,0,2,1.0,2.0
20,1,1,1,1.37,0.26,1.2,0,0.96,0.3,0.2,0.0,1.1,0.39,0,0,2,0,0,1,0,2,1.0,2.0
20,1,1,1,1.51,0.31,0.3,0,1.03,0.38,0.2,1.0,1.1,0.39,0,0,2,0,0,1,0,2,1.0,2.0
21,1,1,0,1.33,0.96,1.2,0,0.57,1.06,0.2,0.0,0.0,0.0,0,0,2,0,0,0,1,1,4.0,2.0
21,1,1,0,1.22,0.96,0.3,0,0.52,0.99,0.1,0.0,0.0,0.0,0,0,2,0,0,0,1,1,4.0,2.0
21,1,1,0,1.54,0.96,0.6,0,0.63,1.23,0.3,0.0,0.0,0.0,0,0,1,0,0,0,1,1,4.0,2.0
21,1,1,0,1.22,0.8,0.3,0,0.57,1.06,0.2,0.0,0.0,0.0,0,0,2,0,0,0,1,1,4.0,2.0
21,1,1,0,1.54,0.72,0.6,0,0.57,0.83,0.2,0.0,0.0,0.0,0,0,2,0,0,0,1,1,4.0,2.0
21,1,1,0,1.33,0.72,1.2,0,0.52,0.99,0.1,0.0,0.0,0.0,0,0,2,0,0,0,1,1,4.0,2.0
21,1,1,0,1.22,0.96,1.2,0,0.63,1.23,0.1,0.0,0.0,0.0,0,0,2,0,0,0,1,1,4.0,2.0
21,1,1,0,1.22,0.72,0.3,0,0.63,0.86,0.3,0.0,0.0,0.0,0,0,2,0,0,0,1,1,4.0,2.0
21,1,1,0,1.54,0.8,0.6,0,0.52,0.91,0.1,0.0,0.0,0.0,0,0,2,0,0,0,1,1,4.0,2.0
22,1,1,1,1.08,0.52,0.3,0,0.43,0.62,0.1,0.0,0.7,0.36,0,0,3,0,0,0,1,2,3.0,5.0
22,1,1,1,1.08,0.52,1.2,0,0.39,0.8,0.1,1.0,0.91,0.58,0,0,1,0,0,0,1,2,3.0,5.0
22,1,1,1,1.08,0.47,0.3,0,0.36,0.71,0.2,0.0,0.91,0.45,0,0,1,0,0,0,1,2,3.0,5.0
22,1,1,1,0.87,0.47,0.6,0,0.36,0.71,0.3,1.0,0.56,0.58,0,0,1,0,0,0,1,2,3.0,5.0
22,1,1,1,0.94,0.52,0.3,0,0.36,0.65,0.3,1.0,0.91,0.36,0,0,3,0,0,0,1,2,3.0,5.0
22,1,1,1,0.94,0.47,0.3,0,0.39,0.57,0.1,1.0,0.56,0.45,0,0,1,0,0,0,1,2,3.0,5.0
22,1,1,1,0.94,0.62,0.6,0,0.36,0.71,0.2,0.0,0.56,0.36,0,0,3,0,0,0,1,2,3.0,5.0
