id,obs_id,choice,chosen_alt,av_1,av_2,car_ivtt,rail_ivtt,car_cost,rail_cost,rail_transfers,rail_comfort,purpose,age,employ_status,npersons,gender,arrival_time
8,51,1,auto,1,1,1.483,2.083,13.0,45.0,0,0,1,0,0,2,1,1
9,52,1,auto,1,1,2.083,3.25,58.5,42.0,1,1,1,0,0,1,0,1
9,53,1,auto,1,1,2.083,3.25,54.0,42.0,1,1,1,0,0,1,0,1
9,54,1,auto,1,1,2.083,3.25,49.5,42.0,1,1,1,0,0,1,0,1
9,55,1,auto,1,1,2.083,3.25,45.0,42.0,1,1,1,0,0,1,0,1
9,56,1,auto,1,1,2.083,3.25,45.0,54.6,1,1,1,0,0,1,0,1
9,57,1,auto,1,1,2.083,3.583,45.0,54.6,1,2,1,0,0,1,0,1
9,58,2,rail,1,1,2.083,3.25,63.0,42.0,1,1,1,0,0,1,0,1
10,59,1,auto,1,1,2.0,1.7,22.5,62.4,1,2,0,0,0,2,0,0
10,60,2,rail,1,1,2.0,1.7,25.0,62.4,1,2,0,0,0,2,0,0
10,61,2,rail,1,1,2.0,1.533,25.0,52.0,0,2,0,0,0,2,0,0
10,62,2,rail,1,1,2.0,1.533,25.0,72.8,1,1,0,0,0,2,0,0
11,63,1,auto,1,1,1.533,2.033,24.5,27.0,2,1,0,0,1,1,0,1
11,64,1,auto,1,1,1.533,2.283,35.0,27.0,1,1,0,0,1,1,0,1
11,65,1,auto,1,1,1.533,2.283,35.0,35.1,1,1,0,0,1,1,0,1
11,66,2,rail,1,1,1.533,2.033,28.0,27.0,2,1,0,0,1,1,0,1
11,67,2,rail,1,1,1.533,2.033,31.5,27.0,2,1,0,0,1,1,0,1
11,68,2,rail,1,1,1.533,2.033,35.0,27.0,2,1,0,0,1,1,0,1
12,69,1,auto,1,1,2.333,2.0,10.0,15.0,1,1,0,1,1,3,1,0
12,70,1,auto,1,1,2.333,1.75,10.0,22.5,0,1,0,1,1,3,1,0
12,71,1,auto,1,1,2.333,2.0,11.0,15.0,1,1,0,1,1,3,1,0
12,72,2,rail,1,1,2.333,2.0,12.0,15.0,1,1,0,1,1,3,1,0
12,73,2,rail,1,1,2.333,2.333,10.0,15.0,0,0,0,1,1,3,1,0
13,74,1,auto,1,1,1.583,1.667,17.0,20.0,1,1,0,0,1,2,0,0
13,75,1,auto,1,1,1.583,1.917,17.0,30.0,1,1,0,0,1,2,0,0
13,76,2,rail,1,1,1.583,1.917,17.0,20.0,0,0,0,0,1,2,0,0
13,77,2,rail,1,1,1.583,1.667,18.7,20.0,1,1,0,0,1,2,0,0
14,78,1,auto,1,1,1.183,2.167,44.2,12.5,0,1,0,0,0,1,0,0
14,79,1,auto,1,1,1.183,2.167,40.8,12.5,0,1,0,0,0,1,0,0
14,80,1,auto,1,1,1.183,2.167,37.4,12.5,0,1,0,0,0,1,0,0
14,81,1,auto,1,1,1.183,2.167,34.0,12.5,0,1,0,0,0,1,0,0
14,82,1,auto,1,1,1.183,1.917,34.0,18.75,0,1,0,0,0,1,0,0
14,83,1,auto,1,1,1.183,1.917,34.0,12.5,2,0,0,0,0,1,0,0
14,84,2,rail,1,1,1.183,2.167,47.6,12.5,0,1,0,0,0,1,0,0
15,85,1,auto,1,1,1.417,1.583,9.75,17.5,0,1,0,0,0,4,0,0
15,86,1,auto,1,1,1.417,1.75,9.75,17.5,0,1,0,0,0,4,0,0
15,87,1,auto,1,1,1.417,1.583,9.75,26.25,0,1,0,0,0,4,0,0
15,88,2,rail,1,1,1.417,1.583,10.725,17.5,0,1,0,0,0,4,0,0
16,89,1,auto,1,1,2.25,2.5,20.0,63.0,0,2,1,0,0,1,0,1
16,90,1,auto,1,1,2.25,2.75,18.0,52.5,0,2,1,0,0,1,0,1
16,91,1,auto,1,1,2.25,2.5,20.0,52.5,1,1,1,0,0,1,0,1
16,92,2,rail,1,1,2.25,2.75,20.0,52.5,0,2,1,0,0,1,0,1
17,93,1,auto,1,1,1.517,1.667,5.5,15.0,1,1,0,0,1,2,0,1
17,94,1,auto,1,1,1.517,1.667,5.0,15.0,1,1,0,0,1,2,0,1
17,95,1,auto,1,1,1.517,2.083,5.0,15.0,0,0,0,0,1,2,0,1
17,96,1,auto,1,1,1.517,1.667,5.0,20.0,0,1,0,0,1,2,0,1
17,97,2,rail,1,1,1.517,1.667,6.0,15.0,1,1,0,0,1,2,0,1
18,98,1,auto,1,1,1.75,2.083,20.0,40.0,1,1,0,1,1,2,1,0
18,99,1,auto,1,1,1.75,2.083,20.0,36.0,0,1,0,1,1,2,1,0
18,100,1,auto,1,1,1.75,2.333,20.0,32.0,0,1,0,1,1,2,1,0
18,101,2,rail,1,1,1.75,2.083,22.0,36.0,0,1,0,1,1,2,1,0
19,102,1,auto,1,1,1.417,1.583,10.4,24.0,0,0,0,0,1,2,0,0
19,103,1,auto,1,1,1.417,1.583,9.6,24.0,0,0,0,0,1,2,0,0
19,104,1,auto,1,1,1.417,1.583,8.8,24.0,0,0,0,0,1,2,0,0
19,105,1,auto,1,1,1.417,1.583,8.0,24.0,0,0,0,0,1,2,0,0
19,106,1,auto,1,1,1.417,1.417,8.0,24.0,0,1,0,0,1,2,0,0
19,107,1,auto,1,1,1.417,1.75,8.0,27.0,0,0,0,0,1,2,0,0
19,108,1,auto,1,1,1.417,1.583,11.2,24.0,0,0,0,0,1,2,0,0
19,109,2,rail,1,1,1.417,1.583,12.0,24.0,0,0,0,0,1,2,0,0
20,110,1,auto,1,1,1.517,1.583,30.0,19.6,0,0,1,0,0,1,0,1
20,111,1,auto,1,1,1.517,1.583,30.0,23.8,0,1,1,0,0,1,0,1
20,112,1,auto,1,1,1.517,1.833,30.0,19.6,0,1,1,0,0,1,0,1
20,113,2,rail,1,1,1.517,1.583,33.0,19.6,0,0,1,0,0,1,0,1
21,114,1,auto,1,1,1.767,2.25,8.25,22.4,0,0,0,1,1,4,0,0
21,115,1,auto,1,1,1.767,2.25,7.7,22.4,0,0,0,1,1,4,0,0
21,116,1,auto,1,1,1.767,2.25,7.15,22.4,0,0,0,1,1,4,0,0
21,117,1,auto,1,1,1.767,2.25,6.6,22.4,0,0,0,1,1,4,0,0
21,118,1,auto,1,1,1.767,2.25,6.05,22.4,0,0,0,1,1,4,0,0
21,119,1,auto,1,1,1.767,2.25,5.5,22.4,0,0,0,1,1,4,0,0
21,120,1,auto,1,1,1.767,2.083,5.5,22.4,1,1,0,1,1,4,0,0
21,121,1,auto,1,1,1.767,2.083,5.5,25.2,0,1,0,1,1,4,0,0
22,122,1,auto,1,1,1.783,2.333,15.0,35.0,1,2,0,0,0,2,0,0
22,123,1,auto,1,1,1.783,1.917,13.5,35.0,2,1,0,0,0,2,0,0
22,124,1,auto,1,1,1.783,2.167,15.0,35.0,1,1,0,0,0,2,0,0
22,125,2,rail,1,1,1.783,1.917,15.0,35.0,2,1,0,0,0,2,0,0
23,126,1,auto,1,1,1.5,1.833,15.75,35.0,0,1,0,0,1,2,0,1
23,127,1,auto,1,1,1.5,1.667,17.5,40.25,0,1,0,0,1,2,0,1
23,128,1,auto,1,1,1.5,1.667,17.5,35.0,1,2,0,0,1,2,0,1
23,129,2,rail,1,1,1.5,1.833,17.5,35.0,0,1,0,0,1,2,0,1
24,130,1,auto,1,1,1.35,1.583,20.0,32.0,0,1,0,0,1,2,0,0
24,131,1,auto,1,1,1.35,1.583,20.0,40.0,0,0,0,0,1,2,0,0
24,132,1,auto,1,1,1.35,1.75,20.0,36.0,0,0,0,0,1,2,0,0
24,133,1,auto,1,1,1.35,1.583,22.0,32.0,0,1,0,0,1,2,0,0
24,134,2,rail,1,1,1.35,1.583,24.0,32.0,0,1,0,0,1,2,0,0
25,135,1,auto,1,1,1.533,1.667,52.5,31.5,0,0,0,0,0,1,0,1
25,136,1,auto,1,1,1.533,1.667,49.0,31.5,0,0,0,0,0,1,0,1
25,137,1,auto,1,1,1.533,1.667,45.5,31.5,0,0,0,0,0,1,0,1
25,138,1,auto,1,1,1.533,1.667,42.0,31.5,0,0,0,0,0,1,0,1
25,139,1,auto,1,1,1.533,1.667,38.5,31.5,0,0,0,0,0,1,0,1
25,140,1,auto,1,1,1.533,1.667,35.0,31.5,0,0,0,0,0,1,0,1
25,141,1,auto,1,1,1.533,1.667,35.0,28.0,1,1,0,0,0,1,0,1
25,142,1,auto,1,1,1.533,1.917,35.0,28.0,0,1,0,0,0,1,0,1
26,143,1,auto,1,1,2.583,1.917,5.625,31.5,0,0,0,1,1,4,0,0
26,144,1,auto,1,1,2.583,1.917,5.25,31.5,0,0,0,1,1,4,0,0
26,145,1,auto,1,1,2.583,1.917,4.875,31.5,0,0,0,1,1,4,0,0
26,146,1,auto,1,1,2.583,1.917,4.5,31.5,0,0,0,1,1,4,0,0
26,147,1,auto,1,1,2.583,1.917,4.125,31.5,0,0,0,1,1,4,0,0
26,148,1,auto,1,1,2.583,1.917,3.75,31.5,0,0,0,1,1,4,0,0
26,149,1,auto,1,1,2.583,1.75,3.75,28.0,0,1,0,1,1,4,0,0
26,150,1,auto,1,1,2.583,1.75,3.75,31.5,1,1,0,1,1,4,0,0
27,151,1,auto,1,1,1.767,2.333,5.0,39.2,1,1,0,0,1,2,1,1
27,152,1,auto,1,1,1.767,2.5,5.0,39.2,0,1,0,0,1,2,1,1
27,153,2,rail,1,1,1.767,2.333,2.5,33.6,0,1,0,0,1,2,1,1
27,154,2,rail,1,1,1.767,2.333,3.0,33.6,0,1,0,0,1,2,1,1
27,155,2,rail,1,1,1.767,2.333,3.5,33.6,0,1,0,0,1,2,1,1
27,156,2,rail,1,1,1.767,2.333,4.0,33.6,0,1,0,0,1,2,1,1
27,157,2,rail,1,1,1.767,2.333,4.5,33.6,0,1,0,0,1,2,1,1
27,158,2,rail,1,1,1.767,2.333,5.0,33.6,0,1,0,0,1,2,1,1
28,159,1,auto,1,1,2.5,2.217,9.0,31.85,0,2,0,0,1,2,1,1
28,160,2,rail,1,1,2.5,2.217,10.0,31.85,0,2,0,0,1,2,1,1
28,161,2,rail,1,1,2.5,2.217,10.0,28.15,0,1,0,0,1,2,1,1
28,162,2,rail,1,1,2.5,2.05,10.0,31.85,0,1,0,0,1,2,1,1
28,163,2,rail,1,1,2.5,1.8,10.0,31.85,1,1,0,0,1,2,1,1
29,164,1,auto,1,1,2.167,1.75,3.75,28.0,1,1,0,0,1,4,0,1
29,165,1,auto,1,1,2.167,1.75,3.5,28.0,1,1,0,0,1,4,0,1
29,166,1,auto,1,1,2.167,1.75,3.25,28.0,1,1,0,0,1,4,0,1
29,167,1,auto,1,1,2.167,1.75,3.0,28.0,1,1,0,0,1,4,0,1
29,168,1,auto,1,1,2.167,1.75,2.75,28.0,1,1,0,0,1,4,0,1
29,169,1,auto,1,1,2.167,1.75,2.5,28.0,1,1,0,0,1,4,0,1
29,170,1,auto,1,1,2.167,2.0,2.5,28.0,0,1,0,0,1,4,0,1
29,171,1,auto,1,1,2.167,1.75,2.5,35.0,0,0,0,0,1,4,0,1
30,172,1,auto,1,1,1.517,2.5,18.75,21.0,0,0,0,1,0,4,0,0
30,173,1,auto,1,1,1.517,2.5,17.5,21.0,0,0,0,1,0,4,0,0
30,174,1,auto,1,1,1.517,2.5,16.25,21.0,0,0,0,1,0,4,0,0
30,175,1,auto,1,1,1.517,2.5,15.0,21.0,0,0,0,1,0,4,0,0
30,176,1,auto,1,1,1.517,2.5,13.75,21.0,0,0,0,1,0,4,0,0
30,177,1,auto,1,1,1.517,2.5,12.5,21.0,0,0,0,1,0,4,0,0
30,178,1,auto,1,1,1.517,2.083,12.5,21.0,1,1,0,1,0,4,0,0
30,179,1,auto,1,1,1.517,2.25,12.5,28.0,1,0,0,1,0,4,0,0
31,180,2,rail,1,1,2.833,2.417,11.25,13.0,0,2,0,1,1,2,0,0
31,181,2,rail,1,1,2.833,2.417,13.5,13.0,0,2,0,1,1,2,0,0
31,182,2,rail,1,1,2.833,2.417,15.75,13.0,0,2,0,1,1,2,0,0
31,183,2,rail,1,1,2.833,2.417,18.0,13.0,0,2,0,1,1,2,0,0
31,184,2,rail,1,1,2.833,2.417,20.25,13.0,0,2,0,1,1,2,0,0
31,185,2,rail,1,1,2.833,2.417,22.5,13.0,0,2,0,1,1,2,0,0
31,186,2,rail,1,1,2.833,2.75,22.5,11.5,0,2,0,1,1,2,0,0
31,187,2,rail,1,1,2.833,2.75,22.5,13.0,1,1,0,1,1,2,0,0
31,188,2,rail,1,1,2.833,2.417,22.5,11.5,1,1,0,1,1,2,0,0
32,189,2,rail,1,1,2.0,1.783,7.5,42.55,1,2,1,1,0,1,0,1
32,190,2,rail,1,1,2.0,1.783,9.0,42.55,1,2,1,1,0,1,0,1
32,191,2,rail,1,1,2.0,1.783,10.5,42.55,1,2,1,1,0,1,0,1
32,192,2,rail,1,1,2.0,1.783,12.0,42.55,1,2,1,1,0,1,0,1
32,193,2,rail,1,1,2.0,1.783,13.5,42.55,1,2,1,1,0,1,0,1
32,194,2,rail,1,1,2.0,1.783,15.0,42.55,1,2,1,1,0,1,0,1
32,195,2,rail,1,1,2.0,2.033,15.0,37.0,0,2,1,1,0,1,0,1
32,196,2,rail,1,1,2.0,2.033,15.0,48.1,1,1,1,1,0,1,0,1
32,197,2,rail,1,1,2.0,2.033,15.0,42.55,0,1,1,1,0,1,0,1
33,198,1,auto,1,1,1.55,1.917,11.25,30.0,0,1,0,1,0,2,1,1
33,199,1,auto,1,1,1.55,1.917,10.5,30.0,0,1,0,1,0,2,1,1
33,200,1,auto,1,1,1.55,1.917,9.75,30.0,0,1,0,1,0,2,1,1
33,201,1,auto,1,1,1.55,1.917,9.0,30.0,0,1,0,1,0,2,1,1
33,202,1,auto,1,1,1.55,1.917,8.25,30.0,0,1,0,1,0,2,1,1
33,203,1,auto,1,1,1.55,1.917,7.5,30.0,0,1,0,1,0,2,1,1
33,204,1,auto,1,1,1.55,2.333,7.5,30.0,0,0,0,1,0,2,1,1
33,205,1,auto,1,1,1.55,1.917,7.5,33.75,0,1,0,1,0,2,1,1
34,206,1,auto,1,1,2.0,1.75,15.0,38.0,0,1,0,0,1,2,1,0
34,207,2,rail,1,1,2.0,1.75,16.5,38.0,0,1,0,0,1,2,1,0
34,208,2,rail,1,1,2.0,1.583,15.0,38.0,0,1,0,0,1,2,1,0
34,209,2,rail,1,1,2.0,1.75,15.0,28.5,0,1,0,0,1,2,1,0
35,210,1,auto,1,1,1.267,2.25,7.5,24.0,0,0,0,1,0,4,0,0
35,211,1,auto,1,1,1.267,2.0,7.5,24.0,1,1,0,1,0,4,0,0
35,212,1,auto,1,1,1.267,2.583,7.5,24.0,1,1,0,1,0,4,0,0
35,213,1,auto,1,1,1.267,2.25,10.5,24.0,0,0,0,1,0,4,0,0
35,214,1,auto,1,1,1.267,2.25,9.75,24.0,0,0,0,1,0,4,0,0
35,215,1,auto,1,1,1.267,2.25,9.0,24.0,0,0,0,1,0,4,0,0
35,216,1,auto,1,1,1.267,2.25,8.25,24.0,0,0,0,1,0,4,0,0
36,217,1,auto,1,1,2.583,2.333,18.75,56.25,1,1,0,0,0,2,0,0
36,218,1,auto,1,1,2.583,2.333,17.5,56.25,1,1,0,0,0,2,0,0
36,219,1,auto,1,1,2.583,2.333,16.25,56.25,1,1,0,0,0,2,0,0
36,220,1,auto,1,1,2.583,2.333,15.0,56.25,1,1,0,0,0,2,0,0
36,221,1,auto,1,1,2.583,2.333,13.75,56.25,1,1,0,0,0,2,0,0
36,222,1,auto,1,1,2.583,2.333,12.5,56.25,1,1,0,0,0,2,0,0
36,223,1,auto,1,1,2.583,2.5,12.5,56.25,0,0,0,0,0,2,0,0
36,224,2,rail,1,1,2.583,2.75,12.5,37.5,1,0,0,0,0,2,0,0
36,225,2,rail,1,1,2.583,2.5,12.5,37.5,1,1,0,0,0,2,0,0
37,226,1,auto,1,1,1.333,2.417,16.5,26.0,1,1,0,0,1,2,1,1
37,227,1,auto,1,1,1.333,2.417,15.4,26.0,1,1,0,0,1,2,1,1
37,228,1,auto,1,1,1.333,2.417,14.3,26.0,1,1,0,0,1,2,1,1
37,229,1,auto,1,1,1.333,2.417,13.2,26.0,1,1,0,0,1,2,1,1
37,230,1,auto,1,1,1.333,2.417,12.1,26.0,1,1,0,0,1,2,1,1
37,231,1,auto,1,1,1.333,2.417,11.0,26.0,1,1,0,0,1,2,1,1
37,232,1,auto,1,1,1.333,2.917,11.0,26.0,2,0,0,0,1,2,1,1
37,233,1,auto,1,1,1.333,2.917,11.0,39.0,0,1,0,0,1,2,1,1
38,234,1,auto,1,1,1.417,1.667,37.5,36.0,1,0,0,0,0,2,1,1
38,235,1,auto,1,1,1.417,1.667,35.0,36.0,1,0,0,0,0,2,1,1
38,236,1,auto,1,1,1.417,1.667,32.5,36.0,1,0,0,0,0,2,1,1
38,237,1,auto,1,1,1.417,1.667,30.0,36.0,1,0,0,0,0,2,1,1
38,238,1,auto,1,1,1.417,1.667,27.5,36.0,1,0,0,0,0,2,1,1
38,239,1,auto,1,1,1.417,1.667,25.0,36.0,1,0,0,0,0,2,1,1
38,240,1,auto,1,1,1.417,1.833,25.0,25.2,0,0,0,0,0,2,1,1
38,241,1,auto,1,1,1.417,1.667,25.0,25.2,1,1,0,0,0,2,1,1
39,242,1,auto,1,1,1.2,2.2,48.0,56.0,2,1,1,0,0,1,0,1
39,243,2,rail,1,1,1.2,2.2,54.0,56.0,2,1,1,0,0,1,0,1
39,244,2,rail,1,1,1.2,2.2,60.0,56.0,2,1,1,0,0,1,0,1
39,245,2,rail,1,1,1.2,1.783,60.0,56.0,1,2,1,0,0,1,0,1
39,246,2,rail,1,1,1.2,2.033,60.0,48.0,2,2,1,0,0,1,0,1
39,247,2,rail,1,1,1.2,2.033,60.0,56.0,1,1,1,0,0,1,0,1
40,248,1,auto,1,1,2.25,2.5,20.0,69.0,1,2,1,1,0,1,0,1
40,249,1,auto,1,1,2.25,2.25,25.0,78.0,1,1,1,1,0,1,0,1
40,250,1,auto,1,1,2.25,2.75,25.0,69.0,2,1,1,1,0,1,0,1
40,251,2,rail,1,1,2.25,2.5,22.5,69.0,1,2,1,1,0,1,0,1
40,252,2,rail,1,1,2.25,2.5,25.0,69.0,1,2,1,1,0,1,0,1
41,253,1,auto,1,1,1.267,2.167,60.0,34.0,0,0,0,1,0,2,0,0
41,254,1,auto,1,1,1.267,2.167,55.0,34.0,0,0,0,1,0,2,0,0
41,255,1,auto,1,1,1.267,2.167,49.995,34.0,0,0,0,1,0,2,0,0
41,256,1,auto,1,1,1.267,1.917,49.995,28.0,0,1,0,1,0,2,0,0
41,257,1,auto,1,1,1.267,2.5,49.995,40.0,0,1,0,1,0,2,0,0
41,258,2,rail,1,1,1.267,2.167,65.0,34.0,0,0,0,1,0,2,0,0
42,259,1,auto,1,1,1.267,1.917,11.25,20.4,0,0,0,1,0,4,0,0
42,260,1,auto,1,1,1.267,1.583,11.25,20.4,0,1,0,1,0,4,0,0
42,261,1,auto,1,1,1.267,1.583,11.25,27.2,0,1,0,1,0,4,0,0
42,262,2,rail,1,1,1.267,1.917,12.375,20.4,0,0,0,1,0,4,0,0
43,263,1,auto,1,1,2.017,2.5,10.313,35.0,1,2,0,0,0,4,0,1
43,264,1,auto,1,1,2.017,2.5,9.375,35.0,1,2,0,0,0,4,0,1
43,265,1,auto,1,1,2.017,2.5,9.375,38.5,1,1,0,0,0,4,0,1
43,266,1,auto,1,1,2.017,3.083,9.375,35.0,2,1,0,0,0,4,0,1
43,267,1,auto,1,1,2.017,2.5,11.25,35.0,1,2,0,0,0,4,0,1
43,268,2,rail,1,1,2.017,2.5,13.125,35.0,1,2,0,0,0,4,0,1
44,269,1,auto,1,1,2.017,2.25,54.0,35.0,1,1,0,0,1,1,1,1
44,270,1,auto,1,1,2.017,2.25,50.4,35.0,1,1,0,0,1,1,1,1
44,271,1,auto,1,1,2.017,2.25,46.8,35.0,1,1,0,0,1,1,1,1
44,272,1,auto,1,1,2.017,2.25,43.2,35.0,1,1,0,0,1,1,1,1
44,273,1,auto,1,1,2.017,2.25,39.6,35.0,1,1,0,0,1,1,1,1
44,274,1,auto,1,1,2.017,2.25,36.0,35.0,1,1,0,0,1,1,1,1
44,275,1,auto,1,1,2.017,2.5,36.0,35.0,0,1,0,0,1,1,1,1
44,276,1,auto,1,1,2.017,2.25,36.0,50.0,0,0,0,0,1,1,1,1
45,277,1,auto,1,1,1.5,1.333,15.867,18.0,0,1,0,0,1,3,0,0
45,278,1,auto,1,1,1.5,1.333,14.733,18.0,0,1,0,0,1,3,0,0
45,279,1,auto,1,1,1.5,1.333,13.6,18.0,0,1,0,0,1,3,0,0
45,280,1,auto,1,1,1.5,1.333,12.467,18.0,0,1,0,0,1,3,0,0
45,281,1,auto,1,1,1.5,1.333,11.333,18.0,0,1,0,0,1,3,0,0
45,282,1,auto,1,1,1.5,1.583,11.333,18.0,0,1,0,0,1,3,0,0
45,283,1,auto,1,1,1.5,1.583,11.333,24.0,0,1,0,0,1,3,0,0
45,284,2,rail,1,1,1.5,1.333,17.0,18.0,0,1,0,0,1,3,0,0
46,285,1,auto,1,1,1.083,1.667,4.688,23.1,1,0,0,0,0,4,0,0
46,286,1,auto,1,1,1.083,1.667,4.375,23.1,1,0,0,0,0,4,0,0
46,287,1,auto,1,1,1.083,1.667,4.063,23.1,1,0,0,0,0,4,0,0
46,288,1,auto,1,1,1.083,1.667,3.75,23.1,1,0,0,0,0,4,0,0
46,289,1,auto,1,1,1.083,1.667,3.438,23.1,1,0,0,0,0,4,0,0
46,290,1,auto,1,1,1.083,1.667,3.125,23.1,1,0,0,0,0,4,0,0
46,291,1,auto,1,1,1.083,1.833,3.125,28.05,0,0,0,0,0,4,0,0
46,292,1,auto,1,1,1.083,1.667,3.125,28.05,1,1,0,0,0,4,0,0
47,293,1,auto,1,1,1.25,1.333,7.5,16.0,0,0,0,0,0,3,1,0
47,294,1,auto,1,1,1.25,1.333,7.0,16.0,0,0,0,0,0,3,1,0
47,295,1,auto,1,1,1.25,1.333,6.5,16.0,0,0,0,0,0,3,1,0
47,296,1,auto,1,1,1.25,1.333,6.0,16.0,0,0,0,0,0,3,1,0
47,297,1,auto,1,1,1.25,1.333,5.5,16.0,0,0,0,0,0,3,1,0
47,298,1,auto,1,1,1.25,1.333,5.0,16.0,0,0,0,0,0,3,1,0
47,299,1,auto,1,1,1.25,1.167,5.0,16.0,1,1,0,0,0,3,1,0
47,300,1,auto,1,1,1.25,1.5,5.0,16.0,1,1,0,0,0,3,1,0
48,301,1,auto,1,1,2.083,1.667,6.875,36.0,0,1,0,0,1,4,0,0
48,302,1,auto,1,1,2.083,1.667,6.25,36.0,0,1,0,0,1,4,0,0
48,303,1,auto,1,1,2.083,2.0,6.25,36.0,0,1,0,0,1,4,0,0
48,304,2,rail,1,1,2.083,2.0,6.25,32.0,0,0,0,0,1,4,0,0
48,305,2,rail,1,1,2.083,1.667,8.125,36.0,0,1,0,0,1,4,0,0
49,306,1,auto,1,1,1.583,1.333,15.4,22.5,0,1,0,0,1,2,0,0
49,307,1,auto,1,1,1.583,1.333,14.3,22.5,0,1,0,0,1,2,0,0
